primary_key,RETIREMENT_PAY
18806,17587
18808,21274
18821,11664
18828,14260
18844,11232
18858,15107
18860,24696
18862,20653
18878,25022
18906,20022
18910,15532
18938,17849
18955,13386
18956,19992
18957,15767
18962,9693
18968,12672
18969,19902
18970,19982
18973,23105
18981,10725
19003,31158
19007,19592
19023,20348
19024,9676
19029,14946
19031,18555
19035,26412
19042,8930
19054,16738
19060,25683
19069,36115
19101,16491
19108,13883
19113,14117
19118,14020
19129,15315
19131,12266
19132,16557
19133,8881
19137,21050
19140,42995
19158,15302
19171,19900
19194,20379
19196,16299
19197,24957
19199,21075
19209,21241
19212,21385
19217,14762
19220,12134
19221,30449
19231,21393
19251,8881
19253,23329
19254,22090
19262,12565
19266,11437
19278,11022
19284,19322
19286,15398
19299,16470
19302,14084
19303,19347
19307,15064
19314,15577
19342,19591
19345,25247
19347,12266
19378,14989
19379,12170
19382,11208
19395,24624
19398,19444
19400,21965
19402,13962
19405,14390
19416,17028
19421,14761
19423,16225
19424,8881
19438,19810
19447,20490
19449,16451
19467,26867
19475,12602
19495,13535
19503,27861
19512,15334
19537,15942
19543,9766
19555,13635
19557,13958
19561,11491
19564,20729
19568,19668
19594,26011
19600,13742
19604,16464
19608,26191
19611,15473
19614,14081
19618,21672
19626,14368
19630,19686
19634,12440
19637,11022
19642,15810
19652,11514
19656,21107
19662,19923
19667,26394
19674,22059
19677,11028
19689,27058
19690,15173
19722,12671
19728,22348
19729,19672
19739,15748
19741,23243
19759,13718
19761,11795
19770,13447
19784,25699
19788,13587
19793,12950
19796,11763
19822,20801
19823,24658
19847,19331
19850,13183
19870,12839
19876,14251
19886,11022
19888,23850
19899,14197
19900,12611
19913,17046
19914,11411
19922,21471
19931,8881
19932,14480
19946,14868
19952,25773
19961,15982
19986,17234
19990,12756
19993,11142
19997,12750
20005,16118
20006,31119
20009,31257
20018,17455
20025,9372
20026,12532
20029,11022
20033,13167
20044,23278
20045,15942
20050,17095
20070,25155
20074,24555
20102,11862
20114,11022
20117,23896
20123,21394
20127,18154
20134,23997
20137,12578
20139,18498
20140,8881
20143,8970
20149,16136
20157,11862
20158,12800
20165,8881
20173,24688
20178,9426
20202,12185
20216,18895
20229,20116
20237,31037
20240,24831
20242,29434
20243,15884
20246,18742
20247,11510
20249,19526
20250,20444
20252,23739
20259,11862
20276,17516
20277,12931
20278,15913
20285,20604
20297,15847
20305,18588
20311,32355
20313,16689
20316,10173
20324,11951
20335,13798
20341,14582
20346,32523
20348,12711
20358,14369
20360,15475
20365,35638
20367,31959
20398,14479
20400,16304
20410,21057
20417,12853
20419,14140
20420,17229
20425,13332
20448,11022
20461,12499
20465,25922
20474,14703
20475,15819
20493,15698
20500,36808
20531,15486
20532,19399
20540,13659
20543,12868
20550,13411
20551,21011
20552,20613
20556,16654
20578,16653
20580,14146
20581,19106
20583,31752
20588,26420
20602,12919
20622,13378
20624,26249
20626,9673
20629,23472
20634,30822
20639,19622
20642,11022
20643,46872
20649,10207
20651,14497
20655,20084
20658,14193
20663,31426
20666,13988
20667,13405
20668,13407
20677,23171
20681,26193
20688,15417
20691,24805
20693,16699
20700,20070
20706,21043
20707,30359
20711,11022
20717,16315
20723,14928
20724,15658
20728,25148
20733,14314
20736,26428
20767,13461
20772,24926
20776,12520
20797,121130
20799,48104
20802,25270
20803,14728
20804,14121
20808,19769
20811,21127
20820,24963
20822,16972
20851,17061
20857,13284
20863,8881
20871,20545
20873,16685
20884,11022
20901,11022
20906,11312
20912,23112
20933,28116
20946,20916
20962,15990
20967,15895
20968,9215
20990,12313
20993,32307
20994,16243
21010,10799
21013,11022
21023,12761
21025,14269
21047,21103
21049,12381
21059,20792
21070,20040
21073,12073
21082,14300
21084,12488
21088,29729
21089,14346
21094,22417
21101,13846
21106,21978
21110,25517
21111,22846
21114,19754
21116,25327
21120,13837
21129,25740
21131,15584
21138,16690
21151,18216
21174,20027
21187,14562
21191,14273
21199,26026
21208,19040
21209,12104
21223,19745
21233,11022
21241,23409
21242,31844
21244,11022
21246,16900
21263,17858
21282,19807
21298,19233
21304,22190
21310,11022
21312,8881
21314,18507
21324,23965
21329,16324
21330,25542
21334,26824
21337,23776
21357,17324
21365,19758
21373,24266
21379,17839
21381,15814
21386,16818
21394,20874
21397,17279
21416,19664
21430,13559
21432,12540
21445,18566
21450,13889
21485,14037
21486,24528
21487,20240
21489,19998
21518,14925
21519,19276
21531,14063
21535,17521
21545,13493
21549,17718
21593,20256
21594,21131
21596,17069
21603,23880
21620,17234
21642,14448
21666,23609
21684,27918
21698,16378
21707,13313
21734,13726
21736,35724
21767,13860
21769,15506
21770,9616
21771,14949
21775,16577
21781,14260
21787,13313
21792,15992
21800,15783
21806,23426
21809,20800
21811,14858
21820,8881
21846,9482
21857,15052
21866,15280
21868,13263
21876,12060
21879,14296
21881,33411
21891,15546
21894,12446
21902,21426
21907,14043
21919,14703
21941,14792
21942,21283
21944,19618
21946,18126
21950,12557
21951,24035
21954,22179
21956,25888
21969,27164
21975,26002
21987,19743
22051,15942
22058,18756
22070,11793
22081,15458
22089,21578
22090,12810
22106,26552
22107,19736
22109,16213
22131,36599
22135,13997
22148,11022
22150,9959
22157,21075
22166,14202
22179,16016
22200,32434
22202,25706
22203,20362
22208,23329
22209,12970
22215,8881
22224,15552
22229,12410
22230,13491
22240,20228
22250,13691
22255,18757
22283,14004
22288,13443
22300,10690
22304,25527
22315,15288
22322,29516
22327,15145
22335,17040
22343,14615
22347,15047
22358,13271
22374,17147
22376,20217
22384,18524
22388,21600
22390,21548
22414,8881
22436,13864
22437,10722
22448,27054
22457,18622
22466,25711
22477,25855
22491,30383
22499,11022
22505,18984
22511,37650
22531,14907
22545,18007
22546,21191
22553,24952
22562,18179
22563,11827
22570,14239
22597,25518
22602,23346
22603,13014
22609,15017
22629,25937
22642,14409
22648,13583
22652,11391
22667,13373
22672,11167
22686,29069
22691,11022
22693,28569
22697,16683
22711,30314
22741,30821
22744,20579
22746,13774
22748,14272
22750,17658
22752,20803
22756,17053
22774,8881
22779,12899
22784,24935
22796,17076
22797,19439
22800,15971
22804,17771
22807,52817
22813,20213
22816,11627
22820,14028
22823,13562
22826,21186
22836,15918
22841,16718
22852,13270
22902,27634
22907,19259
22919,21986
22920,21644
22929,14858
22935,16764
22939,12437
22948,17087
22949,24670
22954,22100
22956,19558
22973,28796
22974,24558
22985,11862
22993,37471
23004,17123
23006,14950
23020,30936
23022,14083
23031,12592
23056,18544
23067,11862
23072,36462
23091,19468
23112,26666
23157,10587
23179,11873
23181,17388
23193,12847
23199,20691
23217,25746
23221,17887
23226,24929
23230,12765
23246,11791
23247,15068
23272,20740
23292,11022
23299,11234
23311,24174
23320,13778
23323,17427
23326,33656
23340,11022
23365,20905
23374,19831
23375,11999
23382,11022
23395,22546
23402,8909
23414,11051
23437,13111
23443,18639
23450,21179
23465,31227
23486,25412
23502,19203
23509,9635
23511,20937
23519,13280
23524,11022
23541,19744
23542,20186
23561,21144
23572,28698
23579,11154
23594,23367
23599,16068
23608,20339
23687,16406
23689,19517
23691,24066
23717,16094
23726,17943
23741,11365
23751,16283
23752,11206
23766,26107
23784,16689
23808,15414
23809,30174
23811,22090
23813,22226
23820,20360
23823,11497
23824,11022
23832,11022
23833,14160
23853,13266
23866,31966
23873,15280
23876,23284
23890,16878
23898,18875
23924,19106
23939,18085
23948,11022
23954,14747
24007,30443
24012,8881
24021,14203
24049,15628
24088,15275
24089,11596
24098,10846
24110,20847
24117,11862
24119,16241
24139,14852
24149,22375
24155,14589
24215,20289
24222,25271
24232,32879
24233,25971
24242,12307
24244,15909
24248,12147
24259,8881
24261,22144
24262,11562
24275,18610
24297,20534
24300,15863
24311,11954
24313,22489
24314,11022
24321,16911
24327,16783
24328,16945
24346,11776
24347,11862
24353,48026
24358,18441
24359,15986
24379,24360
24381,15715
24390,29619
24404,20067
24418,19608
24436,15459
24471,9267
24476,13059
24483,22899
24491,12631
24493,15197
24502,11022
24506,25533
24512,19908
24516,12068
24536,22651
24556,10172
24570,28290
24574,20377
24577,13253
24590,12806
24644,28914
24658,13402
24684,12468
24697,20030
24702,17048
24703,15324
24716,17316
24739,31788
24761,24043
24764,17344
24769,20914
24776,12517
24787,15072
24825,18224
24846,25023
24865,23298
24886,14946
24907,15949
24917,35733
24920,13340
24926,15809
24943,11676
24949,16359
24965,32166
25016,16248
25025,25359
25033,40768
25036,14957
25039,11022
25062,12745
25064,36204
25082,14756
25085,14617
25097,20478
25108,31372
25123,19559
25125,14291
25134,17088
25142,14491
25147,15460
25151,15752
25156,32825
25159,20025
25171,18294
25177,19975
25181,13612
25194,20326
25204,18645
25210,21364
25252,10402
25280,21166
25283,18242
25285,18541
25288,12743
25290,20084
25292,19228
25298,11862
25304,16185
25325,23413
25331,30957
25339,25720
25344,24606
25354,25054
25361,20736
25365,10169
25368,28331
25372,17115
25383,27900
25405,24312
25411,24625
25416,11466
25424,14355
25433,18719
25457,12535
25464,13618
25473,16862
25480,15406
25485,11022
25491,13920
25493,19865
25508,15834
25513,18881
25515,14805
25521,26307
25524,10517
25538,18824
25542,31194
25553,20294
25557,13235
25561,20022
25583,12866
25590,13446
25612,24861
25613,19854
25631,12175
25657,20501
25661,12868
25662,10303
25681,25726
25700,11151
25703,9628
25716,11022
25725,16034
25740,21549
25743,20862
25744,23817
25760,11022
25807,32041
25831,11401
25834,16341
25837,9651
25838,26110
25865,15172
25869,17330
25870,19518
25871,23922
25877,20747
25878,12174
25881,23051
25893,12145
25895,24690
25897,17001
25899,25984
25908,18064
25915,10995
25920,13981
25921,25350
25924,20909
25942,11022
25961,17167
25966,11022
25968,16923
25974,11745
25978,23270
25982,24071
25984,12230
25985,12277
25991,22436
25993,8881
26005,12347
26023,11862
26024,16225
26054,13929
26060,11426
26064,21417
26066,14693
26070,24485
26071,20044
26089,11883
26090,17461
26093,24728
26112,14033
26125,20698
26126,11261
26130,36677
26137,12130
26182,18482
26183,12919
26192,13044
26195,23836
26212,16853
26225,12675
26240,14316
26271,22422
26272,59991
26274,17644
26279,21159
26299,11022
26314,23374
26315,19490
26318,13759
26320,30909
26372,26163
26391,22828
26409,20839
26412,19953
26418,15736
26424,33257
26452,22401
26454,24896
26466,11428
26478,24388
26495,13947
26498,25930
26504,14679
26515,35121
26527,37451
26537,13109
26547,25352
26566,25419
26588,8881
26599,17427
26611,28521
26649,14003
26654,20111
26661,13748
26663,25470
26684,20337
26687,33290
26693,16066
26700,14744
26723,9068
26738,24406
26747,14628
26758,16717
26760,20181
26773,19756
26776,20889
26777,31888
26778,24912
26798,11343
26809,19521
26811,19529
26825,12188
26828,14471
26832,11862
26844,19891
26858,13445
26885,104208
26890,25589
26893,11216
26899,12618
26913,20959
26916,14789
26954,21011
26958,11022
26999,28366
27008,13348
27025,14903
27029,13468
27042,19910
27045,17173
27047,20840
27055,19166
27059,9937
27061,15143
27071,13756
27088,16971
27090,11548
27112,19816
27120,11298
27129,20715
27144,17405
27145,20944
27162,20912
27176,19783
27204,20453
27225,13891
27244,12172
27249,24146
27262,13186
27264,31389
27265,13440
27273,14724
27279,19874
27280,20352
27295,32061
27298,14512
27300,15257
27330,25415
27332,14205
27336,15571
27341,11692
27346,14356
27366,20450
27397,11220
27399,15413
27404,23597
27408,11510
27413,12875
27420,15783
27422,20909
27425,16786
27432,38138
27446,23168
27449,13453
27451,12871
27452,13563
27468,9908
27487,14226
27488,8881
27490,57065
27491,14703
27510,10946
27511,10784
27517,14664
27521,18548
27522,31154
27528,19282
27531,11313
27536,26122
27538,13529
27555,11770
27559,41851
27562,20399
27564,16622
27582,18153
27585,22100
27602,19842
27603,18594
27622,39141
27629,28054
27632,24491
27634,12904
27650,58738
27656,11022
27681,13913
27691,23372
27699,15965
27712,9597
27731,24266
27743,20938
27744,14646
27745,14146
27747,20045
27754,19133
27758,25445
27776,15265
27777,17510
27797,12254
27798,11022
27817,12492
27838,20379
27839,9534
27841,21305
27844,25949
27852,27521
27856,25697
27860,21163
27862,12999
27874,19521
27881,17178
27882,26983
27883,27195
27898,14181
27902,24592
27905,24392
27906,13744
27908,11778
27927,8881
27940,26942
27952,23731
27958,18653
27965,16646
27972,20347
27977,15529
27979,13235
27984,12944
27986,8881
27995,19442
28022,16065
28024,19340
28029,28178
28039,12162
28060,14623
28064,8881
28071,24935
28078,21054
28097,24598
28103,23102
28104,25477
28112,12961
28113,12752
28122,15763
28123,18503
28130,19976
28132,13863
28141,13552
28150,17065
28158,17781
28185,24471
28189,12079
28212,17748
28233,20894
28245,13671
28255,14411
28262,25043
28279,19228
28284,46228
28318,26391
28324,17599
28325,18158
28335,27864
28342,32004
28346,32328
28350,15029
28353,12621
28361,55398
28368,26421
28370,14606
28374,14613
28376,22936
28400,8881
28409,15239
28412,11022
28413,12393
28415,13924
28416,11484
28417,16849
28425,20827
28430,21200
28435,15104
28454,13182
28458,17227
28464,16344
28471,24763
28472,11022
28473,16424
28477,44848
28516,22439
28517,33866
28521,11022
28526,24759
28528,25828
28529,24443
28532,14585
28544,20781
28550,26143
28558,14667
28564,11022
28575,19173
28602,28341
28609,25470
28621,10481
28624,12215
28634,24401
28636,15751
28643,12171
28645,10746
28651,25611
28654,22963
28680,8881
28693,13234
28694,16443
28698,11587
28704,13156
28706,21130
28707,29888
28723,21025
28734,20654
28744,24643
28748,13288
28761,13555
28765,13930
28773,21260
28776,20222
28802,14673
28804,23715
28811,31257
28836,23466
28844,13755
28846,9457
28885,22768
28892,13955
28902,36840
28904,23175
28905,11604
28906,65426
28922,15860
28931,24935
28937,25090
28941,17973
28942,28918
28947,21168
28952,14443
28955,15680
28962,8881
28963,32462
28983,25565
28995,11022
29003,16189
29014,15874
29017,11645
29018,23018
29024,23166
29062,14903
29066,20246
29069,12709
29079,17725
29090,11862
29091,15346
29106,16207
29112,15641
29125,24231
29138,16017
29139,11862
29149,17770
29153,11520
29156,18682
29157,12252
29161,12401
29163,11903
29167,11022
29194,20853
29197,11219
29198,11862
29204,13753
29223,31624
29233,17831
29244,18276
29279,12338
29281,21301
29284,20298
29288,14814
29294,11022
29297,10689
29305,25629
29313,28802
29326,30951
29340,18304
29346,11586
29354,28151
29368,25391
29375,18514
29380,11946
29386,11397
29389,16419
29391,18764
29393,18371
29397,31768
29401,14995
29403,11022
29405,30236
29416,16766
29417,15598
29424,11226
29425,17020
29434,16704
29435,11022
29442,18431
29444,12096
29460,25790
29462,17237
29467,19967
29476,16050
29486,17397
29491,11325
29500,13101
29520,36921
29523,12310
29524,31014
29527,24601
29537,16353
29543,14168
29566,10821
29570,11650
29587,11646
29592,29011
29601,18372
29609,25147
29620,15613
29625,29580
29664,13608
29672,11022
29673,13031
29686,21306
29688,16601
29696,31515
29700,25594
29702,24383
29713,13056
29742,16466
29744,11846
29749,11425
29762,28764
29763,24101
29773,13055
29795,14926
29797,20205
29799,16239
29800,15534
29801,22480
29813,15903
29856,14988
29863,11022
29866,25576
29878,20742
29890,16445
29902,15583
29915,19816
29917,15814
29941,17633
29946,14303
29953,23880
29956,8881
29991,9949
30026,18059
30049,16419
30058,17931
30060,11676
30070,17221
30103,16162
30109,18707
30111,20612
30149,25279
30151,15183
30158,12379
30161,11229
30168,11860
30178,20500
30196,25609
30202,11054
30219,15032
30227,33282
30233,31301
30262,14750
30278,20830
30285,10713
30290,14316
30296,28536
30309,19433
30333,25530
30353,11022
30357,19054
30359,25879
30374,16420
30382,9323
30389,18001
30411,15144
30412,15628
30422,12527
30425,24836
30430,19982
30447,12344
30448,11502
30464,26902
30465,12038
30479,11022
30498,11256
30508,23686
30509,10684
30512,11212
30522,9535
30523,10300
30536,25481
30548,13574
30575,18307
30576,11149
30598,12039
30601,15245
30604,35880
30609,11349
30611,17222
30616,34518
30625,11022
30643,19647
30649,15049
30657,24316
30668,15206
30687,11321
30690,20257
30722,20045
30726,12202
30736,18751
30742,19145
30745,8881
30751,11440
30753,11242
30762,13937
30763,17577
30771,16116
30778,18984
30786,18325
30787,22974
30805,19612
30811,24606
30817,19856
30826,14164
30839,24889
30855,25407
30859,11022
30865,11022
30872,29723
30882,31812
30899,15619
30917,17920
30922,18597
30941,11862
30945,14137
30957,20621
30959,34456
30972,30663
30979,17509
30989,13632
30996,15478
31024,13018
31028,21240
31029,14325
31060,18991
31082,15157
31105,13049
31123,18416
31126,11881
31136,11022
31160,24951
31162,15843
31174,20591
31190,29048
31195,31631
31200,23449
31206,24758
31208,20459
31219,9489
31223,12687
31231,12766
31237,12788
31252,22928
31263,16646
31267,9811
31271,20406
31279,18676
31281,20869
31288,12651
31295,17961
31299,11408
31303,18110
31315,17625
31316,22446
31322,31488
31327,16193
31349,14614
31351,16093
31375,14311
31385,24189
31396,25788
31407,21672
31420,20964
31422,13602
31424,21384
31433,19670
31440,14926
31447,17106
31470,21410
31471,15827
31473,9074
31481,9636
31493,12558
31494,19629
31520,19165
31524,11209
31530,26086
31537,16294
31550,21896
31574,25954
31578,8881
31585,15855
31587,24601
31592,12668
31595,22672
31597,13488
31610,12314
31619,10413
31629,21874
31633,12592
31634,21458
31635,12595
31637,26551
31640,23408
31642,8881
31649,29366
31654,12982
31655,25907
31665,20358
31667,16449
31686,36330
31691,12571
31715,13399
31724,19999
31741,16016
31744,15128
31767,24573
31775,27932
31776,17571
31785,15365
31786,12281
31795,22234
31796,19575
31807,11862
31819,30704
31821,12642
31830,9771
31832,15952
31836,13593
31848,12869
31857,11862
31860,9592
31861,15955
31870,16404
31883,22197
31884,15516
31886,25321
31887,14365
31893,24290
31896,18518
31902,20467
31903,11962
31916,16212
31917,25382
31918,13701
31925,13505
31942,27168
31956,44287
31959,13814
31961,9837
31977,29853
32028,22279
32034,13645
32043,14599
32052,19143
32059,14617
32064,16118
32069,21078
32074,25299
32077,11311
32079,32376
32082,15180
32083,17284
32109,15161
32110,12984
32116,28438
32138,14795
32144,34241
32146,18481
32149,23430
32154,11281
32157,18161
32169,12112
32170,16219
32171,17473
32177,12430
32187,27043
32200,17252
32201,13997
32226,25297
32238,25525
32256,16764
32262,21131
32271,13677
32272,10762
32280,16512
32281,13982
32282,14207
32288,18906
32296,10012
32302,25027
32308,25761
32316,19317
32321,20218
32324,21079
32328,12134
32330,14593
32333,14068
32336,13535
32340,11022
32362,14436
32366,13023
32371,15458
32375,20667
32378,12581
32384,25830
32386,18197
32387,15481
32389,11862
32396,28632
32416,20958
32426,11022
32434,12212
32444,12554
32460,12879
32465,14375
32466,22890
32467,21430
32472,12308
32483,22995
32489,25376
32501,8881
32550,9655
32553,21738
32570,24078
32574,25821
32578,33336
32580,13721
32586,17669
32587,29917
32588,19100
32591,21148
32597,19939
32613,17123
32622,14406
32624,17094
32630,18733
32631,11580
32648,24972
32652,11856
32654,15657
32660,23734
32662,25575
32674,11022
32676,19885
32679,11373
32685,17018
32703,37160
32705,25983
32712,17024
32735,17034
32743,20319
32749,11897
32750,20083
32751,11868
32757,20680
32759,16680
32780,13589
32781,18163
32787,14402
32794,23721
32804,19329
32811,12073
32835,20678
32845,26554
32847,26241
32855,32085
32875,12457
32876,27742
32882,11022
32886,12489
32890,11022
32895,16711
32904,12922
32912,19376
32995,28068
33002,24568
33005,12235
33007,25548
33011,14814
33013,15550
33017,22051
33021,16932
33028,9621
33032,10830
33037,10434
33038,16688
33041,12994
33054,12635
33058,13756
33076,15425
33093,17746
33103,22090
33117,10363
33123,18422
33147,12497
33154,11402
33165,24918
33180,20826
33203,24328
33208,19898
33210,19508
33224,33656
33235,23202
33242,16653
33255,20539
33286,21071
33293,26274
33297,22426
33304,19643
33306,22067
33311,8881
33340,15503
33364,25206
33371,20048
33384,15666
33387,27849
33392,20898
33399,22170
33403,13292
33425,20046
33428,18046
33454,15504
33456,11430
33460,10443
33468,14519
33487,21448
33507,11862
33517,25333
33539,15217
33543,12362
33554,22164
33557,14687
33575,11097
33586,24980
33605,22142
33616,12068
33617,20944
33646,24036
33659,20638
33664,14949
33673,24857
33745,17781
33777,23152
33781,12709
33786,9257
33803,16077
33820,16478
33826,21123
33844,13496
33845,11922
33849,13907
33855,30120
33868,36109
33873,31959
33875,13890
33876,11022
33903,14426
33904,15166
33905,29007
33926,18621
33928,19622
33935,22925
33936,20299
33951,11811
33954,13611
33956,10432
33972,18362
33978,12390
33986,11533
33987,22209
34016,11862
34025,11862
34030,21846
34053,11862
34063,12383
34072,12496
34078,13767
34101,22367
34146,11308
34148,12861
34149,12494
34153,18985
34165,15838
34169,12289
34172,18804
34191,11473
34195,9409
34197,13061
34200,19268
34213,21146
34214,11758
34222,13507
34242,21007
34252,19218
34254,14544
34256,16124
34257,11656
34263,14826
34264,16447
34272,18933
34300,11562
34303,11862
34326,12137
34339,21053
34342,19760
34347,19850
34348,16688
34350,21199
34354,11862
34367,11734
34372,31374
34389,26916
34394,16812
34405,31536
34408,13359
34413,20720
34414,8881
34426,15269
34431,19549
34446,11022
34449,21511
34455,16755
34466,18628
34469,10844
34495,57523
34496,33715
34510,16968
34513,16727
34522,11022
34547,22417
34557,11675
34561,23992
34563,23009
34569,17976
34587,14511
34589,37001
34590,17582
34597,17719
34602,23109
34611,14890
34613,15756
34615,13129
34619,21670
34624,11022
34641,24149
34642,16348
34669,19379
34676,13851
34691,25597
34704,47923
34706,19940
34717,12395
34719,17195
34725,25545
34738,19992
34740,29520
34742,31561
34755,20312
34759,19746
34764,18068
34774,20706
34789,13727
34790,12925
34797,21136
34803,23033
34809,15972
34819,19781
34823,21510
34847,14074
34852,12143
34861,23262
34867,25168
34868,18644
34893,15743
34896,17528
34899,21501
34909,25708
34914,21776
34919,20925
34920,12256
34925,16574
34938,8881
34943,12340
34952,24906
34953,19863
34968,11215
34977,12800
34979,23813
34980,18371
34995,20015
35000,24876
35021,12960
35065,20513
35073,11376
35075,14010
35077,15091
35080,11933
35099,25031
35100,23554
35130,11022
35140,73317
35166,20154
35173,19155
35174,14820
35183,24057
35186,24436
35191,14227
35193,9694
35203,13742
35211,16386
35227,15608
35233,16837
35245,24936
35246,18936
35248,13767
35252,26307
35281,12012
35292,26694
35304,22225
35329,16492
35348,11862
35354,18845
35366,19374
35380,18886
35387,29418
35389,13092
35399,15917
35409,17487
35425,8881
35449,20904
35451,31163
35463,16059
35469,40459
35482,27923
35485,20244
35503,11022
35517,23172
35521,15116
35522,21613
35525,11654
35531,22310
35537,25688
35557,25454
35574,11862
35577,18297
35582,12064
35583,10715
35584,32870
35607,19432
35626,16537
35633,14377
35648,13881
35649,12772
35653,21501
35660,15190
35662,29843
35679,14999
35683,24081
35688,14236
35689,13766
35693,14529
35695,12961
35699,13831
35702,19603
35707,41886
35712,15023
35717,14215
35723,23766
35729,13250
35734,14630
35748,40630
35749,12365
35751,18324
35754,16233
35756,15182
35762,16061
35764,25316
35773,27921
35775,16582
35781,16080
35790,31615
35831,26617
35836,14614
35843,13384
35848,21167
35862,11887
35878,20279
35885,18846
35893,16843
35900,16610
35903,20089
35904,19767
35908,11022
35915,11022
35917,28549
35929,26418
35932,15592
35933,12230
35936,13891
35938,23075
35945,18479
35956,41795
35968,15119
35971,23002
35977,23497
35981,15990
36000,26032
36005,14135
36008,14906
36009,29577
36028,23160
36036,13512
36041,17169
36055,20552
36059,14943
36062,23622
36063,18654
36072,12904
36082,29470
36086,30940
36088,13794
36091,11919
36095,12442
36099,11394
36102,24398
36104,13007
36127,11862
36132,20222
36154,12057
36158,25891
36177,12108
36185,11022
36195,24319
36201,13965
36222,27654
36228,20560
36235,21433
36238,19695
36243,16507
36245,23969
36246,19281
36247,28579
36252,16285
36264,12177
36265,11541
36268,21141
36271,13306
36275,33406
36277,14012
36291,13572
36309,58934
36311,16807
36312,14558
36316,13252
36341,12521
36359,20915
36373,21881
36393,31320
36397,25371
36399,23440
36413,17366
36418,20080
36419,15593
36426,15640
36435,25206
36440,11022
36446,9188
36455,13583
36457,11022
36466,28463
36467,11817
36469,20366
36474,12074
36494,14146
36510,12437
36515,19282
36521,18024
36538,10168
36539,11862
36548,21136
36561,22503
36569,23379
36574,13376
36575,16446
36576,23900
36590,17688
36596,14215
36600,22944
36602,15530
36610,59509
36615,14009
36616,10965
36621,23413
36643,19943
36645,17159
36670,20500
36675,8881
36684,14651
36687,22288
36697,11022
36699,20174
36707,12592
36734,15025
36742,12327
36749,44674
36750,39091
36756,31268
36760,19911
36767,37162
36783,21196
36788,17686
36798,37179
36817,19650
36818,15429
36820,8881
36823,8881
36832,13090
36853,15523
36861,18201
36864,20971
36867,25807
36878,20338
36879,15396
36880,15365
36885,12325
36896,21689
36897,20163
36903,20833
36918,26097
36919,14481
36936,11582
36950,24208
36952,10644
36953,13771
36958,18611
36969,8881
36976,34972
36978,20075
36991,25533
36992,12687
37000,18398
37008,11960
37024,25241
37033,14867
37039,17438
37041,58666
37047,11022
37048,21555
37062,21203
37069,15496
37078,16938
37079,23108
37092,11862
37093,12137
37103,13651
37116,30003
37117,17895
37119,13806
37120,9846
37121,11022
37122,23924
37124,19883
37132,25585
37141,10662
37143,12466
37152,11384
37171,14534
37172,11623
37173,22409
37176,19837
37178,12695
37205,25289
37221,14405
37224,12399
37228,19118
37229,20519
37230,23569
37235,18164
37236,10975
37237,13721
37240,11862
37244,21182
37247,8881
37255,16759
37256,8881
37264,13410
37280,62207
37283,11854
37285,13300
37288,12725
37289,18720
37292,22972
37300,18097
37315,35172
37320,17578
37329,14823
37330,11593
37335,15767
37349,13187
37362,15067
37363,26032
37383,11596
37388,14687
37390,12037
37395,24247
37402,12219
37404,13854
37413,9697
37424,12511
37436,15000
37438,12646
37442,31934
37447,14723
37453,11022
37459,19363
37464,20032
37485,29561
37489,24675
37494,13815
37495,25572
37500,22309
37506,8881
37507,11654
37511,18992
37521,24764
37523,8881
37546,13368
37556,8881
37558,24568
37562,11148
37566,8881
37571,13537
37578,16862
37587,23672
37596,12790
37600,25892
37621,14146
37630,24578
37635,16250
37643,19026
37647,13163
37661,16285
37672,16229
37674,15210
37689,11481
37696,36186
37708,23600
37712,14491
37721,12985
37722,13791
37761,20389
37769,17877
37775,11546
37781,16776
37806,11573
37820,83910
37826,24306
37856,20880
37888,19035
37893,12677
37908,11022
37909,11022
37919,11022
37922,11446
37943,16138
37949,13101
37953,14285
37975,18173
38008,11453
38011,20691
38022,25563
38023,20637
38028,15424
38037,11623
38038,11022
38040,11021
38048,14639
38070,13615
38074,17010
38093,15482
38120,11412
38121,19285
38123,18043
38139,47649
38161,17120
38186,16162
38188,12936
38211,13498
38216,22231
38236,8881
38269,16987
38271,20974
38289,13495
38297,11154
38302,17183
38303,14960
38304,25007
38311,12058
38327,12410
38357,29812
38360,18350
38365,11022
38368,19572
38378,29552
38379,20283
38382,16792
38383,9945
38393,24464
38398,13763
38401,14777
38410,10421
38431,11022
38432,27831
38435,22397
38451,11825
38462,11666
38466,19162
38473,19324
38478,19971
38480,19078
38495,16727
38504,15817
38512,11905
38531,19594
38536,12110
38537,34035
38551,9200
38559,12088
38560,60626
38575,14303
38578,14791
38620,13152
38630,23643
38648,12821
38663,21139
38667,23861
38684,23560
38692,16996
38693,25669
38698,12598
38703,11022
38714,11919
38715,14926
38716,11022
38728,9134
38729,324624
38763,15979
38767,21014
38768,33293
38772,11697
38778,12967
38782,17718
38795,23393
38810,21071
38814,11022
38815,31300
38821,22943
38845,31007
38853,17501
38858,20693
38870,21523
38889,15399
38905,25135
38914,25317
38928,26395
38964,12922
38984,17957
39033,12009
39036,21836
39041,16875
39045,30358
39051,15244
39076,25189
39079,15161
39085,23460
39092,25993
39097,20828
39117,15558
39118,16584
39151,21133
39167,11486
39182,10673
39184,23335
39195,11022
39203,13646
39225,14124
39226,17995
39241,22974
39255,13354
39260,24250
39263,25950
39275,11022
39291,12239
39317,31909
39319,19947
39329,17512
39330,13705
39332,8881
39342,13389
39358,14278
