primary_key,working_hours,job_dep,job_desc,Employee_count,EMPLOYER_TYPE,JOB_CATEGORY,Remuneration,Type_of_contract,eco_sect,Work_condition
17670,1548,"69","546b","tr_2","ct_8","O",20538,"CDD","NZ","C"
17678,1056,"26","561d","tr_1","ct_8","O",7435,"CDI","IZ","P"
17679,1812,"26","563b","tr_5","ct_2","O",14451,"AUT","OZ","C"
17681,1698,"26","674c","tr_1","ct_9","O",19101,"TTP","NZ","C"
17683,1760,"26","382d","tr_1","ct_9","O",38957,"CDI","FZ","C"
17684,1629,"93","465a","tr_1","ct_9","O",32494,"CDI","JA","C"
17697,1820,"26","431f","tr_6","ct_3","O",27429,"AUT","QA","C"
17699,467,"26","563a",NA,NA,"O",1637,"CDI","QB","C"
17700,1820,"26","451g","tr_6","ct_2","O",25631,"CDI","OZ","C"
17710,1820,"26","561c","tr_1","ct_9","O",17219,"CDI","IZ","C"
17711,506,"85","563c","tr_0","ct_7","O",5402,"CDI","TZ","N"
17712,1484,"26","433a","tr_5","ct_9","O",25177,"CDI","QA","C"
17716,242,"26","526b",NA,NA,"O",3207,"CDI","QA","C"
17719,1143,"07","541b","tr_5","ct_8","O",11240,"CDI","PZ","P"
17726,1761,"26","386d","tr_6","ct_9","O",51303,"CDI","DZ","C"
17727,1228,"26","643a","tr_3","ct_9","O",5668,"CDI","GZ","C"
17745,1435,"42","475b","tr_3","ct_9","O",19929,"CDI","CG","C"
17750,1722,"26","653a","tr_4","ct_9","O",17686,"CDI","CG","C"
17752,1309,"26","383a","tr_4","ct_9","O",40400,"CDI","CK","C"
17754,1058,"26","465a","tr_4","ct_9","O",20911,"CDI","CM","P"
17759,2135,"26","526e","tr_2","ct_9","O",20581,"CDI","QA","C"
17765,1649,"26","462d","tr_1","ct_9","O",18226,"CDI","GZ","C"
17767,1646,"26","554a","tr_1","ct_9","O",25077,"CDI","GZ","C"
17770,1472,"26","561d","tr_2","ct_9","O",12077,"CDI","IZ","C"
17776,1615,"26","372d","tr_3","ct_8","O",34374,"CDI","PZ","C"
17777,1655,"26","461c","tr_1","ct_9","O",17582,"CDI","MA","C"
17784,1544,"26","433d","tr_6","ct_3","O",16271,"CDI","QA","P"
17786,1287,"26","673c","tr_1","ct_6","O",15916,"CDI","CK","C"
17798,1249,"26","562b","tr_1","ct_6","A",9189,"APP","SZ","C"
17803,1751,"26","653a","tr_6","ct_9","O",22098,"CDI","CC","C"
17804,1196,"26","676e","tr_1","ct_9","O",12117,"TTP","NZ","C"
17805,1820,"07","524b","tr_3","ct_1","O",14338,"CDI","PZ","C"
17807,1593,"92","553c","tr_4","ct_9","O",19494,"CDI","MA","C"
17814,1764,"07","681a","tr_1","ct_9","O",15846,"CDD","FZ","C"
17815,1821,"26","653a","tr_6","ct_9","O",20032,"CDI","CI","C"
17816,1477,"26","554a","tr_2","ct_9","O",13160,"CDI","CA","C"
17819,1792,"07","386d","tr_6","ct_9","O",49812,"CDI","DZ","C"
17824,1274,"26","432d","tr_5","ct_3","O",14141,"CDD","QB","P"
17827,2037,"26","526e","tr_3","ct_9","O",21459,"CDI","HZ","C"
17834,1833,"26","676a","tr_2","ct_9","O",23503,"CDI","CA","C"
17841,1030,"26","525a","tr_2","ct_8","X",7747,"AUT","PZ","P"
17850,1901,"26","485a","tr_6","ct_9","O",32153,"CDI","CE","C"
17854,1976,"26","461b","tr_4","ct_9","O",25804,"CDI","CA","C"
17860,2077,"26","641a","tr_2","ct_9","O",25551,"CDI","EZ","C"
17863,1820,"26","523d","tr_6","ct_3","O",20789,"AUT","QA","C"
17870,691,"26","674d","tr_2","ct_9","O",6011,"CDI","CH","C"
17884,1595,"07","422c","tr_3","ct_8","O",17267,"CDI","PZ","P"
17891,1669,"26","634c","tr_1","ct_9","O",20929,"CDI","GZ","C"
17899,777,"26","374b","tr_2","ct_9","O",13465,"CDI","GZ","C"
17914,139,"26","563c",NA,NA,"O",1289,"CDI","TZ","C"
17920,1837,"07","674a","tr_6","ct_9","O",22752,"CDI","CE","C"
17931,294,"26","691e","tr_1","ct_8","O",2088,"CDD","NZ","C"
17932,1603,"26","543h","tr_2","ct_9","O",18752,"CDI","MA","C"
17943,1565,"26","543f","tr_1","ct_9","O",10132,"CDD","CM","C"
17948,1724,"26","525a","tr_3","ct_8","O",14435,"CDI","PZ","P"
17955,516,"26","434e","tr_2","ct_8","O",8576,"CDI","QB","P"
17959,1820,"84","631a","tr_1","ct_6","A",6393,"APP","NZ","C"
17963,1606,"26","643a","tr_4","ct_9","O",14542,"CDI","GZ","C"
17969,1901,"26","477b","tr_6","ct_9","O",23390,"CDI","MA","C"
17973,1877,"26","653a","tr_5","ct_9","O",27277,"CDI","CF","C"
17975,1724,"26","525a","tr_3","ct_8","O",14097,"CDI","PZ","P"
17977,1820,"26","478a","tr_2","ct_9","O",34869,"CDI","GZ","C"
17984,1712,"26","462b","tr_2","ct_9","O",18026,"CDI","GZ","C"
17985,1820,"07","341a","tr_4","ct_8","O",29673,"CDI","PZ","C"
17986,1624,"26","632a","tr_3","ct_9","O",10236,"CDI","FZ","C"
17990,1820,"26","524b","tr_5","ct_1","O",18760,"CDI","PZ","C"
17991,1912,"26","673c","tr_6","ct_9","O",22842,"CDI","CM","C"
17997,1554,"26","543f","tr_1","ct_9","O",12711,"CDI","FZ","C"
18002,657,"38","543h","tr_1","ct_9","O",4800,"CDI","LZ","P"
18010,1770,"26","474c","tr_5","ct_9","O",38727,"CDI","CH","C"
18011,2135,"26","462b","tr_5","ct_9","O",30027,"CDI","GZ","C"
18013,1820,"26","561c","tr_1","ct_9","O",16033,"CDI","IZ","C"
18018,1797,"07","627f","tr_4","ct_9","O",24087,"CDI","CC","C"
18022,1820,"26","341a","tr_5","ct_8","O",28216,"CDI","PZ","C"
18023,1820,"26","341a","tr_5","ct_8","O",29961,"CDI","PZ","C"
18033,1581,"26","472c","tr_5","ct_5","O",18248,"CDI","LZ","C"
18062,1372,"26","641a","tr_4","ct_9","O",21586,"CDI","EZ","C"
18072,1733,"26","372c","tr_6","ct_9","O",52385,"CDI","CI","N"
18077,749,"26","525d","tr_6","ct_3","O",8073,"CDI","QA","C"
18078,1511,"07","431f","tr_4","ct_8","O",32888,"CDI","QB","P"
18079,447,"26","563c",NA,NA,"O",5770,"CDI","TZ","C"
18082,1769,"26","641a","tr_1","ct_9","O",17972,"CDI","GZ","C"
18085,1820,"26","641a","tr_5","ct_9","O",22534,"CDI","HZ","C"
18099,1654,"26","374a","tr_5","ct_9","O",50100,"CDI","GZ","C"
18104,770,"26","434d","tr_6","ct_2","O",8169,"CDD","OZ","C"
18106,1820,"26","341a","tr_4","ct_8","O",20225,"CDI","PZ","C"
18115,1820,"13","387c","tr_6","ct_9","O",36954,"CDI","MA","C"
18123,1022,"26","475a","tr_5","ct_9","O",21361,"CDI","CA","C"
18132,1683,"26","542a","tr_1","ct_9","O",14486,"CDI","NZ","C"
18137,1785,"26","374a","tr_1","ct_9","O",33463,"CDI","GZ","C"
18140,2184,"26","462a","tr_3","ct_9","O",47514,"CDI","GZ","C"
18155,1184,"84","632d","tr_1","ct_9","O",14440,"CDI","FZ","C"
18156,700,"26","632a","tr_0","ct_9","O",9349,"TTP","NZ","C"
18167,1437,"26","523c","tr_1","ct_2","O",12841,"AUT","OZ","P"
18168,1595,"26","475a","tr_6","ct_9","X",15963,"AUT","CB","C"
18173,1260,"26","478c","tr_1","ct_8","O",14539,"CDI","QB","C"
18180,1820,"26","479a","tr_5","ct_1","O",20492,"AUT","PZ","C"
18182,1820,"07","344a","tr_6","ct_8","O",51883,"CDI","QA","C"
18190,1055,"26","553c","tr_1","ct_9","O",11791,"CDD","NZ","P"
18197,1680,"33","462e","tr_1","ct_9","O",38870,"CDI","GZ","C"
18198,1056,"26","561d","tr_1","ct_8","O",6638,"CDI","IZ","P"
18208,1456,"26","333e","tr_5","ct_1","O",34610,"AUT","OZ","P"
18219,1953,"69","534a","tr_5","ct_9","O",17747,"CDI","NZ","C"
18221,175,"07","526a","tr_4","ct_8","O",5272,"CDI","QB","C"
18223,1352,"26","554a","tr_2","ct_9","O",14049,"CDI","CA","C"
18228,1820,"26","461d","tr_3","ct_9","O",56329,"CDI","MA","C"
18231,1548,"26","434e","tr_1","ct_8","O",16245,"CDI","QB","P"
18236,1819,"26","542a","tr_3","ct_8","O",23036,"CDI","QB","P"
18237,1156,"26","374b","tr_6","ct_9","O",24579,"CDI","CA","C"
18240,1820,"69","371a","tr_6","ct_9","O",52563,"CDI","HZ","C"
18242,1939,"30","383c","tr_5","ct_9","O",42840,"CDI","MA","C"
18247,1341,"26","461e","tr_5","ct_8","O",17694,"CDD","QB","C"
18252,1426,"26","685a","tr_1","ct_9","O",10642,"CDI","SZ","C"
18255,1634,"26","543g","tr_4","ct_8","O",12454,"CDI","QB","C"
18260,1422,"26","344d","tr_4","ct_9","O",37222,"CDI","NZ","P"
18261,1750,"38","374a","tr_5","ct_9","O",46317,"CDI","GZ","C"
18262,1225,"07","424a","tr_2","ct_8","O",18496,"CDI","RZ","C"
18263,1752,"26","475a","tr_6","ct_9","O",12464,"CDI","CA","C"
18267,1820,"26","344c","tr_6","ct_3","O",25917,"AUT","QA","C"
18278,1698,"26","481b","tr_3","ct_9","O",34651,"CDI","FZ","C"
18286,1294,"26","676c","tr_6","ct_9","O",14932,"CDI","HZ","P"
18289,1818,"07","477c","tr_3","ct_9","O",28857,"CDI","DZ","C"
18290,1435,"26","344d","tr_1","ct_9","O",29696,"CDI","GZ","C"
18294,364,"26","525d","tr_3","ct_8","O",1145,"CDI","QB","P"
18295,779,"26","543g","tr_3","ct_9","O",6253,"CDI","FZ","C"
18296,1491,"26","641b","tr_3","ct_9","O",21079,"CDI","HZ","C"
18309,1533,"26","563b","tr_5","ct_8","O",16952,"CDI","QB","P"
18320,2028,"26","461d","tr_3","ct_9","O",30649,"CDI","GZ","C"
18323,618,"48","434a","tr_1","ct_8","O",24388,"CDI","QB","C"
18329,1424,"26","562b","tr_1","ct_6","O",13340,"CDI","SZ","C"
18331,2011,"26","479b","tr_5","ct_9","O",25046,"CDI","CC","C"
18334,1603,"26","543h","tr_2","ct_9","O",19567,"CDI","MA","C"
18336,1820,"69","388d","tr_5","ct_4","O",50014,"CDI","OZ","C"
18337,1248,"26","676c","tr_6","ct_9","O",10560,"CDI","CM","C"
18340,1677,"26","524b","tr_4","ct_1","O",22903,"TOA","PZ","C"
18348,1228,"76","423b","tr_3","ct_8","O",19136,"CDI","PZ","C"
18350,1666,"75","371a","tr_6","ct_9","O",66180,"CDI","KZ","C"
18359,2024,"27","477a","tr_6","ct_9","O",34695,"CDI","CC","C"
18364,1773,"27","632e","tr_3","ct_9","O",26251,"CDI","FZ","C"
18368,1942,"28","641a","tr_2","ct_9","O",20602,"CDI","HZ","C"
18370,1696,"27","681b","tr_1","ct_9","A",7757,"APP","FZ","C"
18372,1584,"76","526d","tr_3","ct_8","O",16205,"CDI","QB","C"
18380,1826,"76","627f","tr_5","ct_9","O",30134,"CDI","CC","C"
18384,1761,"77","672a","tr_2","ct_9","O",17807,"CDI","FZ","C"
18388,1820,"27","653a","tr_4","ct_9","O",29165,"CDI","HZ","C"
18395,1819,"93","333f","tr_6","ct_1","O",38788,"CDI","OZ","C"
18425,1778,"27","387c","tr_6","ct_9","O",38400,"CDI","CF","C"
18430,1384,"27","676e","tr_1","ct_9","O",21208,"TTP","NZ","C"
18432,1820,"78","523c","tr_6","ct_2","O",20587,"AUT","OZ","C"
18434,1528,"27","543g","tr_2","ct_9","O",77788,"CDI","GZ","C"
18444,1895,"27","544a","tr_1","ct_9","O",21889,"CDI","GZ","C"
18449,1820,"78","524b","tr_3","ct_1","O",25422,"CDI","OZ","C"
18453,1739,"27","526e","tr_3","ct_9","O",17298,"CDI","QA","C"
18459,1353,"27","372e","tr_3","ct_8","O",27427,"CDI","MA","P"
18461,1820,"75","388b","tr_3","ct_9","O",48965,"CDI","JA","C"
18476,1069,"27","628a","tr_5","ct_9","O",18791,"CDI","CK","C"
18501,1477,"28","632h","tr_1","ct_9","O",14796,"CDI","FZ","C"
18502,1819,"27","524c","tr_5","ct_2","O",14841,"AUT","OZ","C"
18513,246,"27","561d","tr_2","ct_9","O",2234,"CDI","CA","C"
18519,1815,"27","434f","tr_5","ct_8","O",20098,"CDI","QB","C"
18520,1233,"27","525d","tr_4","ct_9","O",18347,"CDI","QB","C"
18522,1820,"27","385a","tr_6","ct_9","O",28482,"CDI","MB","C"
18528,1799,"78","526c","tr_2","ct_9","O",10641,"CDI","QB","C"
18533,1924,"27","551a","tr_3","ct_9","O",17877,"CDI","GZ","C"
18535,1778,"27","462e","tr_6","ct_9","O",46323,"CDI","CF","C"
18537,1489,"27","423a","tr_4","ct_8","O",20553,"CDI","SZ","C"
18546,476,"27","676c","tr_1","ct_9","O",5495,"TTP","NZ","C"
18547,1801,"27","526b","tr_2","ct_8","O",17076,"CDI","QA","C"
18558,1912,"76","467c","tr_1","ct_9","O",27502,"CDI","KZ","C"
18561,2597,"27","563a","tr_0","ct_7","O",9516,"CDI","QB","N"
18573,1991,"27","375b","tr_3","ct_4","O",27058,"CDI","SZ","C"
18574,1172,"93","546d","tr_6","ct_9","O",19412,"CDI","HZ","N"
18579,3000,"27","563a","tr_1","ct_7","O",21840,"CDI","QB","N"
18594,475,"27","652a","tr_1","ct_9","O",5531,"TTP","NZ","C"
18601,1961,"27","534a","tr_5","ct_9","O",19680,"CDI","NZ","C"
18603,1820,"27","477a","tr_5","ct_9","O",27074,"CDI","EZ","C"
18605,348,"76","624d","tr_3","ct_9","O",2330,"CDI","FZ","C"
18609,1820,"27","652a","tr_5","ct_9","O",16707,"CDI","HZ","C"
18616,1225,"27","543g","tr_3","ct_9","O",12726,"CDI","MA","P"
18617,1531,"95","628g","tr_6","ct_9","O",19583,"CDI","CL","C"
18623,451,"27","676c","tr_1","ct_9","O",4792,"CDI","RZ","C"
18630,833,"75","477b","tr_1","ct_9","O",14527,"CDI","MC","P"
18632,1573,"27","525d","tr_2","ct_8","O",12260,"CDI","QB","P"
18633,1573,"27","525d","tr_2","ct_8","O",13041,"CDI","QB","P"
18639,204,"27","563a","tr_1","ct_7","O",785,"CDI","QB","N"
18641,1820,"27","462e","tr_6","ct_9","O",34466,"CDI","CE","C"
18642,1812,"27","434f","tr_1","ct_8","O",17606,"CDD","SZ","C"
18643,1636,"27","673c","tr_5","ct_9","O",17631,"CDI","CK","C"
18650,1738,"27","634a","tr_1","ct_9","O",19592,"CDI","GZ","C"
18655,342,"60","633a","tr_1","ct_9","O",2623,"CDI","NZ","P"
18657,1792,"76","475b","tr_2","ct_9","O",22447,"TTP","NZ","C"
18687,2045,"78","467a","tr_1","ct_9","O",34988,"CDI","KZ","C"
18688,1820,"27","421b","tr_3","ct_2","O",28429,"AUT","PZ","C"
18702,1059,"27","423b","tr_1","ct_9","O",14373,"CDI","PZ","C"
18716,738,"76","625g","tr_0","ct_9","O",12166,"TTP","NZ","C"
18720,967,"27","432d","tr_4","ct_9","O",13989,"CDI","QB","P"
18722,1820,"27","431f","tr_5","ct_9","O",29438,"CDI","QA","C"
18733,1814,"35","342g","tr_6","ct_1","O",24626,"CDI","MB","C"
18735,1818,"27","623a","tr_2","ct_9","O",23865,"CDI","CM","C"
18742,1820,"95","372b","tr_1","ct_9","O",35435,"CDI","MA","C"
18771,209,"27","526a","tr_3","ct_9","O",1917,"CDI","QB","C"
18782,735,"78","563b","tr_1","ct_9","O",6874,"CDI","QB","P"
18783,1948,"93","466c","tr_3","ct_9","O",23593,"CDI","HZ","C"
18801,1771,"76","423b","tr_5","ct_9","O",37871,"CDI","DZ","C"
18807,351,"27","561c","tr_2","ct_9","O",3980,"CDI","IZ","P"
18813,1560,"76","543g","tr_6","ct_9","O",34328,"CDI","GZ","P"
18816,912,"27","554c","tr_1","ct_9","O",6572,"CDI","MA","C"
18817,1350,"27","563b","tr_3","ct_9","O",15807,"CDI","QB","P"
18819,1022,"27","632k","tr_5","ct_9","O",22811,"CDI","HZ","C"
18820,1694,"27","475b","tr_6","ct_9","O",26774,"CDI","CF","C"
18832,1624,"27","462e","tr_4","ct_9","O",37455,"CDI","GZ","C"
18847,1905,"95","525b","tr_3","ct_9","O",19209,"CDI","IZ","C"
18851,1988,"27","642a","tr_1","ct_6","O",18271,"CDI","HZ","C"
18854,1820,"78","563a","tr_5","ct_8","O",46772,"CDI","QB","N"
18873,1820,"27","624b","tr_5","ct_9","O",23410,"CDI","CJ","C"
18887,1590,"95","423b","tr_3","ct_8","O",15988,"CDI","PZ","C"
18888,1828,"27","432b","tr_6","ct_8","O",24365,"CDI","QA","C"
18890,1879,"27","676c","tr_1","ct_9","O",19915,"TTP","NZ","C"
18900,1824,"76","524c","tr_3","ct_2","O",16860,"AUT","OZ","C"
18907,1076,"27","563b","tr_1","ct_7","O",10000,"CDI","QB","N"
18908,729,"27","561d","tr_3","ct_9","O",9617,"CDI","GZ","C"
18914,1847,"27","486b","tr_6","ct_9","O",36208,"CDI","CE","C"
18915,1743,"27","627f","tr_5","ct_9","O",18529,"CDI","CC","C"
18917,1531,"76","461b","tr_1","ct_9","O",18163,"CDI","KZ","C"
18922,171,"27","354c",NA,NA,"O",2176,"CDI","RZ","C"
18927,416,"27","681a","tr_2","ct_9","O",3824,"CDI","FZ","C"
18931,1396,"27","551a","tr_4","ct_9","O",13327,"CDI","GZ","C"
18939,1799,"27","461d","tr_4","ct_9","O",28742,"CDI","EZ","C"
18951,1729,"27","434b","tr_2","ct_8","O",17389,"CDI","QB","C"
18952,1888,"77","628e","tr_4","ct_9","O",20836,"CDI","EZ","C"
18953,162,"27","692a",NA,NA,"O",1552,"CDI","AZ","C"
18961,1820,"27","674d","tr_5","ct_9","O",19938,"CDI","CJ","C"
18964,953,"27","636d","tr_1","ct_9","O",9592,"CDI","IZ","C"
18966,1820,"27","431f","tr_4","ct_1","O",32078,"AUT","PZ","C"
18984,807,"92","526c","tr_3","ct_9","O",11481,"CDI","QB","C"
18998,1578,"27","461c","tr_6","ct_9","O",34962,"CDI","CF","P"
18999,1496,"67","542a","tr_4","ct_9","O",18943,"CDI","CK","C"
19016,1576,"76","487a","tr_1","ct_9","O",22956,"CDI","GZ","C"
19022,1819,"27","526a","tr_6","ct_3","O",25700,"AUT","QA","C"
19033,1485,"27","652a","tr_1","ct_9","O",14687,"TTP","NZ","C"
19040,1581,"76","562b","tr_1","ct_9","O",16065,"CDI","SZ","C"
19047,2058,"14","534a","tr_4","ct_9","O",22479,"CDI","NZ","C"
19049,995,"27","636d","tr_1","ct_9","O",11970,"CDI","IZ","P"
19050,1717,"78","634c","tr_3","ct_9","O",24297,"CDI","GZ","C"
19053,1782,"27","543g","tr_5","ct_9","O",28253,"CDI","CG","C"
19057,1428,"76","554e","tr_3","ct_9","O",10822,"CDI","GZ","C"
19059,1827,"27","473b","tr_5","ct_9","O",39366,"CDI","CK","C"
19061,1928,"27","451a","tr_5","ct_9","O",22948,"CDI","HZ","C"
19062,1820,"27","481a","tr_3","ct_9","O",61079,"CDI","FZ","C"
19073,1596,"76","466c","tr_5","ct_9","O",22985,"CDI","HZ","C"
19074,381,"27","561d","tr_3","ct_9","O",5240,"CDI","IZ","P"
19075,1879,"27","534a","tr_5","ct_9","O",18272,"CDI","NZ","C"
19076,1049,"58","451h","tr_6","ct_3","O",15562,"CDI","QA","C"
19079,1972,"27","461f","tr_5","ct_9","O",21035,"CDI","CE","C"
19084,1824,"78","526a","tr_4","ct_8","O",20122,"CDI","QA","C"
19085,418,"27","563a",NA,NA,"O",3510,"CDI","TZ","C"
19088,1820,"27","421a","tr_2","ct_8","O",21941,"CDI","PZ","C"
19090,1730,"27","352a","tr_1","ct_9","O",25345,"CDI","JA","C"
19097,1815,"27","675c","tr_4","ct_8","X",6707,"AUT","QB","C"
19103,1999,"27","554e","tr_2","ct_9","O",25462,"CDI","GZ","C"
19105,1820,"76","461f","tr_1","ct_9","O",20560,"CDI","NZ","C"
19109,1316,"27","641a","tr_1","ct_9","O",16997,"CDD","GZ","C"
19117,3000,"27","563a","tr_1","ct_7","O",13420,"CDI","QB","N"
19119,1771,"27","373c","tr_3","ct_8","O",50237,"CDI","MA","C"
19127,1626,"27","563a","tr_1","ct_7","O",6847,"CDI","QB","N"
19138,451,"75","432b","tr_5","ct_8","O",7425,"CDI","QA","P"
19149,1631,"27","632e","tr_3","ct_9","O",13527,"CDI","FZ","C"
19151,1820,"27","421b","tr_1","ct_2","O",33311,"AUT","PZ","C"
19152,1820,"27","563a","tr_6","ct_2","O",12799,"AUT","OZ","C"
19159,707,"78","554a","tr_3","ct_9","O",7705,"CDI","IZ","N"
19160,1820,"76","341a","tr_5","ct_8","O",30872,"CDI","PZ","C"
19162,1743,"27","383b","tr_5","ct_9","O",44166,"CDI","GZ","C"
19163,1717,"27","525d","tr_0","ct_9","O",16570,"CDI","QB","C"
19166,1050,"75","552a","tr_1","ct_9","O",14640,"CDI","SZ","C"
19167,2028,"27","385b","tr_1","ct_9","O",53741,"CDI","CH","C"
19172,1477,"95","487a","tr_4","ct_9","O",21610,"CDI","GZ","C"
19175,1456,"27","431f","tr_6","ct_8","O",20360,"CDI","QA","P"
19179,1535,"78","434e","tr_4","ct_8","O",18906,"CDI","QB","C"
19182,1737,"76","431f","tr_6","ct_9","O",26436,"CDI","QA","N"
19186,2045,"78","467a","tr_1","ct_9","O",32147,"CDI","KZ","C"
19192,1590,"95","423b","tr_3","ct_8","O",15068,"CDI","PZ","C"
19203,1488,"27","676c","tr_2","ct_9","O",17650,"CDI","CG","C"
19207,579,"27","673c","tr_5","ct_9","A",2943,"APP","CK","C"
19208,1606,"27","542a","tr_1","ct_6","O",16555,"CDI","QA","C"
19216,1323,"27","472d","tr_6","ct_2","O",19394,"CDD","OZ","P"
19218,1827,"27","624e","tr_6","ct_9","O",25905,"CDI","CG","C"
19219,861,"27","632a","tr_1","ct_6","O",8781,"CDI","FZ","P"
19222,1997,"27","481b","tr_1","ct_9","O",49046,"CDI","GZ","C"
19225,1764,"93","643a","tr_1","ct_9","O",13728,"CDI","HZ","C"
19239,1611,"28","674d","tr_5","ct_9","O",19651,"CDI","CG","C"
19242,1580,"28","552a","tr_6","ct_9","O",16541,"CDI","GZ","P"
19250,1820,"92","376e","tr_6","ct_9","O",36364,"CDI","KZ","C"
19256,1610,"28","466c","tr_5","ct_9","O",31890,"CDI","HZ","C"
19267,1518,"28","654b","tr_4","ct_9","O",34157,"CDI","HZ","P"
19275,1867,"28","373d","tr_5","ct_9","O",55095,"CDI","DZ","C"
19280,1922,"28","461e","tr_5","ct_9","O",33756,"CDI","CE","C"
19285,1573,"28","462b","tr_1","ct_9","O",35465,"CDI","GZ","C"
19287,1596,"28","526b","tr_1","ct_9","O",16583,"CDI","KZ","C"
19290,1758,"28","621c","tr_5","ct_9","O",23205,"CDI","FZ","C"
19294,3000,"28","563a","tr_1","ct_7","O",24876,"CDI","QB","N"
19296,1724,"78","434a","tr_1","ct_8","O",34106,"CDI","QB","N"
19310,1540,"78","461f","tr_6","ct_9","O",14583,"CDI","NZ","C"
19318,629,"28","675c","tr_1","ct_9","O",13517,"TTP","NZ","C"
19326,1820,"28","331a","tr_4","ct_9","O",81579,"CDI","DZ","C"
19327,1638,"28","681a","tr_1","ct_9","O",18276,"CDI","FZ","C"
19329,1824,"89","463b","tr_6","ct_9","O",22195,"CDI","GZ","C"
19332,1473,"78","543b","tr_1","ct_9","O",21408,"CDI","MA","P"
19336,2044,"35","423b","tr_2","ct_9","O",32102,"CDI","NZ","C"
19341,1591,"28","526b","tr_1","ct_6","O",25042,"CDI","QA","C"
19362,1852,"28","621f","tr_3","ct_2","O",27450,"AUT","OZ","C"
19363,650,"78","641a","tr_2","ct_9","O",4434,"CDI","HZ","C"
19372,1923,"91","534a","tr_6","ct_9","O",17011,"CDI","NZ","C"
19373,1809,"78","332b","tr_6","ct_3","O",35883,"CDI","QA","C"
19380,910,"28","525d","tr_4","ct_9","O",8223,"CDD","QB","C"
19385,1633,"28","534a","tr_4","ct_9","O",12335,"CDI","NZ","C"
19387,1502,"28","481b","tr_4","ct_9","O",18989,"CDI","FZ","C"
19393,1766,"28","674a","tr_6","ct_9","O",17342,"CDI","CF","C"
19394,1600,"78","673c","tr_6","ct_9","O",25186,"CDI","CL","C"
19408,2130,"28","462b","tr_3","ct_9","O",32930,"CDI","GZ","C"
19411,1664,"28","526a","tr_5","ct_9","O",21856,"CDI","QA","C"
19414,1697,"28","461d","tr_5","ct_9","O",25713,"CDI","GZ","C"
19419,1228,"28","474c","tr_5","ct_9","A",8193,"APP","CK","C"
19425,1828,"28","636d","tr_3","ct_8","O",23271,"CDI","QB","C"
19439,1457,"78","672a","tr_4","ct_9","O",20226,"CDI","GZ","P"
19448,1820,"78","479b","tr_6","ct_1","O",32402,"AUT","OZ","C"
19458,304,"76","373b","tr_3","ct_9","O",8861,"CDI","MA","C"
19474,1502,"28","481b","tr_4","ct_9","O",19003,"CDI","FZ","C"
19476,1213,"78","421b","tr_2","ct_2","O",20176,"AUT","PZ","C"
19488,150,"28","632d","tr_3",NA,"O",1283,"CDI","NZ","C"
19498,1319,"64","373c","tr_1","ct_9","O",22472,"CDI","MA","P"
19506,2058,"28","534a","tr_4","ct_9","O",20135,"CDI","NZ","C"
19511,2276,"28","373c","tr_4","ct_9","O",40324,"CDI","NZ","C"
19520,1820,"28","621f","tr_6","ct_2","O",15690,"CDD","OZ","C"
19521,1750,"78","451e","tr_2","ct_8","O",21405,"CDI","OZ","C"
19526,1549,"28","479b","tr_5","ct_8","O",25856,"CDI","MB","C"
19530,828,"45","424a","tr_1","ct_9","O",10448,"CDI","PZ","P"
19547,1750,"28","474b","tr_2","ct_9","O",74328,"CDI","KZ","C"
19562,3000,"28","563a","tr_1","ct_7","O",14899,"CDI","QB","N"
19563,894,"28","472a","tr_3","ct_9","O",11563,"CDI","FZ","C"
19571,823,"28","643a","tr_2","ct_9","O",9829,"CDI","HZ","C"
19577,1644,"28","487a","tr_1","ct_9","O",18500,"CDI","GZ","C"
19578,1722,"28","676a","tr_1","ct_9","O",19018,"CDI","CM","C"
19583,1454,"45","463b","tr_3","ct_9","O",13392,"CDI","FZ","C"
19593,2058,"28","462b","tr_6","ct_9","O",24764,"CDI","GZ","C"
19595,2084,"28","526e","tr_2","ct_9","O",20327,"CDD","QA","C"
19605,1244,"28","674a","tr_6","ct_9","O",23583,"CDI","CF","C"
19606,1019,"28","554e","tr_1","ct_9","O",6596,"CDI","GZ","P"
19607,2200,"41","636a","tr_3","ct_9","O",34050,"CDI","GZ","C"
19610,1820,"28","545b","tr_6","ct_9","O",25925,"CDI","KZ","C"
19625,1764,"28","681b","tr_3","ct_9","O",28972,"CDI","FZ","C"
19635,1755,"28","641a","tr_3","ct_9","O",13910,"CDI","GZ","C"
19640,1628,"28","642a","tr_1","ct_9","O",15173,"CDI","HZ","C"
19648,1771,"28","676c","tr_4","ct_9","O",20315,"CDI","HZ","C"
19650,885,"59","463c","tr_5","ct_9","O",13975,"CDI","GZ","C"
19653,525,"61","563c",NA,NA,"O",4188,"CDI","TZ","C"
19655,404,"78","524c","tr_1","ct_2","O",3524,"AUT","OZ","P"
19658,3000,"28","563a","tr_1","ct_7","O",15378,"CDI","QB","N"
19668,425,"87","523b","tr_6","ct_1","O",5545,"AUT","OZ","P"
19669,929,"28","632a","tr_2","ct_9","O",9607,"CDD","FZ","C"
19678,1216,"28","676c","tr_1","ct_9","O",17869,"TTP","NZ","C"
19684,1670,"27","653a","tr_6","ct_9","O",21180,"CDI","NZ","C"
19691,423,"92","463c",NA,NA,"O",5208,"TTP","MC","C"
19694,1779,"28","641a","tr_0","ct_9","O",24017,"CDI","EZ","C"
