primary_key,Club
19658,"CLUB503"
19689,"CLUB420"
19695,"CLUB420"
19706,"CLUB111"
19720,"CLUB111"
19725,"CLUB413"
19741,"CLUB126"
19791,"CLUB133"
19794,"CLUB103"
19802,"CLUB111"
19810,"CLUB103"
19819,"CLUB602"
19850,"CLUB402"
19855,"CLUB111"
19895,"CLUB111"
19902,"CLUB126"
19910,"CLUB111"
19972,"CLUB107"
19976,"CLUB410"
19999,"CLUB410"
20054,"CLUB604"
20060,"CLUB219"
20087,"CLUB126"
20095,"CLUB123"
20100,"CLUB410"
20110,"CLUB601"
20133,"CLUB125"
20154,"CLUB105"
20199,"CLUB402"
20226,"CLUB106"
20238,"CLUB111"
20244,"CLUB115"
20280,"CLUB602"
20312,"CLUB123"
20325,"CLUB602"
20383,"CLUB123"
20389,"CLUB111"
20395,"CLUB109"
20400,"CLUB410"
20401,"CLUB242"
20427,"CLUB111"
20452,"CLUB604"
20456,"CLUB403"
20497,"CLUB410"
20501,"CLUB111"
20525,"CLUB403"
20529,"CLUB133"
20541,"CLUB602"
20547,"CLUB105"
20550,"CLUB111"
20554,"CLUB107"
20562,"CLUB111"
20568,"CLUB242"
20575,"CLUB111"
20576,"CLUB117"
20604,"CLUB221"
20605,"CLUB124"
20612,"CLUB133"
20625,"CLUB102"
20631,"CLUB249"
20635,"CLUB111"
20640,"CLUB123"
20657,"CLUB124"
20678,"CLUB407"
20685,"CLUB111"
20714,"CLUB602"
20729,"CLUB403"
20731,"CLUB111"
20742,"CLUB133"
20746,"CLUB245"
20767,"CLUB125"
20777,"CLUB123"
20805,"CLUB602"
20820,"CLUB111"
20824,"CLUB413"
20832,"CLUB602"
20849,"CLUB403"
20856,"CLUB410"
20872,"CLUB219"
20873,"CLUB245"
20900,"CLUB111"
20911,"CLUB602"
20944,"CLUB403"
20950,"CLUB111"
20955,"CLUB133"
20961,"CLUB213"
20972,"CLUB602"
20985,"CLUB108"
20986,"CLUB102"
20990,"CLUB413"
21040,"CLUB111"
21049,"CLUB109"
21070,"CLUB402"
21082,"CLUB402"
21089,"CLUB111"
21090,"CLUB213"
21143,"CLUB109"
21145,"CLUB602"
21150,"CLUB221"
21168,"CLUB111"
21170,"CLUB117"
21191,"CLUB402"
21209,"CLUB403"
21230,"CLUB111"
21242,"CLUB404"
21283,"CLUB115"
21284,"CLUB413"
21288,"CLUB111"
21292,"CLUB123"
21295,"CLUB265"
21299,"CLUB125"
21300,"CLUB604"
21301,"CLUB604"
21312,"CLUB242"
21320,"CLUB109"
21329,"CLUB402"
21365,"CLUB404"
21366,"CLUB261"
21383,"CLUB111"
21388,"CLUB117"
21389,"CLUB420"
21404,"CLUB206"
21405,"CLUB125"
21426,"CLUB111"
21446,"CLUB601"
21473,"CLUB402"
21475,"CLUB117"
21497,"CLUB233"
21500,"CLUB101"
21523,"CLUB106"
21526,"CLUB601"
21562,"CLUB601"
21568,"CLUB101"
21638,"CLUB133"
21660,"CLUB106"
21668,"CLUB601"
21681,"CLUB101"
21684,"CLUB117"
21691,"CLUB242"
21694,"CLUB242"
21743,"CLUB402"
21779,"CLUB123"
21814,"CLUB242"
21823,"CLUB122"
21831,"CLUB123"
21846,"CLUB123"
21847,"CLUB601"
21861,"CLUB125"
21868,"CLUB402"
21889,"CLUB601"
21920,"CLUB115"
21940,"CLUB410"
21942,"CLUB220"
21964,"CLUB215"
21980,"CLUB121"
21996,"CLUB410"
22000,"CLUB604"
22033,"CLUB123"
22049,"CLUB109"
22099,"CLUB135"
22104,"CLUB101"
22114,"CLUB111"
22117,"CLUB115"
22120,"CLUB109"
22130,"CLUB109"
22146,"CLUB119"
22158,"CLUB115"
22169,"CLUB123"
22202,"CLUB245"
22211,"CLUB245"
22217,"CLUB111"
22221,"CLUB127"
22279,"CLUB109"
22283,"CLUB211"
22304,"CLUB242"
22309,"CLUB125"
22310,"CLUB242"
22311,"CLUB127"
22330,"CLUB245"
22351,"CLUB123"
22363,"CLUB213"
22371,"CLUB111"
22387,"CLUB111"
22403,"CLUB403"
22410,"CLUB402"
22423,"CLUB410"
22432,"CLUB111"
22450,"CLUB237"
22456,"CLUB119"
22459,"CLUB119"
22461,"CLUB125"
22481,"CLUB115"
22496,"CLUB103"
22512,"CLUB106"
22545,"CLUB132"
22557,"CLUB119"
22565,"CLUB503"
22574,"CLUB252"
22580,"CLUB418"
22586,"CLUB133"
22592,"CLUB132"
22593,"CLUB404"
22595,"CLUB124"
22609,"CLUB111"
22626,"CLUB101"
22630,"CLUB123"
22646,"CLUB111"
22655,"CLUB602"
22665,"CLUB119"
22700,"CLUB101"
22719,"CLUB115"
22764,"CLUB410"
22808,"CLUB101"
22841,"CLUB123"
22874,"CLUB132"
22895,"CLUB245"
22909,"CLUB109"
22914,"CLUB402"
22935,"CLUB117"
22939,"CLUB133"
22941,"CLUB101"
22962,"CLUB115"
22991,"CLUB129"
23001,"CLUB111"
23021,"CLUB123"
23024,"CLUB242"
23028,"CLUB602"
23031,"CLUB404"
23033,"CLUB242"
23034,"CLUB123"
23036,"CLUB402"
23072,"CLUB242"
23073,"CLUB133"
23088,"CLUB243"
23089,"CLUB105"
23096,"CLUB135"
23113,"CLUB105"
23124,"CLUB117"
23134,"CLUB123"
23138,"CLUB410"
23139,"CLUB123"
23161,"CLUB105"
23176,"CLUB123"
23193,"CLUB404"
23198,"CLUB135"
23199,"CLUB410"
23212,"CLUB402"
23216,"CLUB407"
23227,"CLUB111"
23243,"CLUB410"
23252,"CLUB109"
23257,"CLUB219"
23284,"CLUB401"
23292,"CLUB404"
23310,"CLUB105"
23320,"CLUB420"
23333,"CLUB410"
23337,"CLUB121"
23375,"CLUB417"
23379,"CLUB604"
23383,"CLUB123"
23403,"CLUB105"
23416,"CLUB604"
23433,"CLUB126"
23439,"CLUB404"
23461,"CLUB602"
23474,"CLUB103"
23477,"CLUB115"
23486,"CLUB132"
23520,"CLUB413"
23533,"CLUB110"
23547,"CLUB221"
23553,"CLUB109"
23554,"CLUB402"
23567,"CLUB402"
23587,"CLUB420"
23588,"CLUB132"
23590,"CLUB117"
23596,"CLUB109"
23611,"CLUB123"
23619,"CLUB109"
23651,"CLUB402"
23659,"CLUB125"
23669,"CLUB101"
23673,"CLUB258"
23687,"CLUB242"
23694,"CLUB123"
23695,"CLUB111"
23709,"CLUB111"
23711,"CLUB413"
23725,"CLUB111"
23734,"CLUB405"
23740,"CLUB115"
23743,"CLUB133"
23771,"CLUB132"
23772,"CLUB132"
23786,"CLUB133"
23788,"CLUB115"
23801,"CLUB242"
23827,"CLUB123"
23831,"CLUB133"
23833,"CLUB402"
23840,"CLUB410"
23841,"CLUB111"
23853,"CLUB111"
23883,"CLUB133"
23890,"CLUB218"
23906,"CLUB242"
23939,"CLUB415"
23951,"CLUB109"
23954,"CLUB401"
23956,"CLUB132"
23959,"CLUB401"
23962,"CLUB132"
23970,"CLUB105"
23983,"CLUB410"
23995,"CLUB125"
24004,"CLUB125"
24008,"CLUB402"
24010,"CLUB249"
24011,"CLUB111"
24018,"CLUB109"
24021,"CLUB132"
24059,"CLUB206"
24073,"CLUB106"
24083,"CLUB109"
24114,"CLUB604"
24136,"CLUB105"
24154,"CLUB111"
24160,"CLUB101"
24171,"CLUB123"
24177,"CLUB219"
24192,"CLUB132"
24202,"CLUB117"
24215,"CLUB410"
24222,"CLUB123"
24242,"CLUB242"
24266,"CLUB221"
24279,"CLUB241"
24313,"CLUB245"
24355,"CLUB135"
24364,"CLUB221"
24377,"CLUB107"
24385,"CLUB109"
24393,"CLUB111"
24407,"CLUB601"
24431,"CLUB604"
24440,"CLUB123"
24444,"CLUB257"
24493,"CLUB402"
24514,"CLUB410"
24517,"CLUB218"
24527,"CLUB132"
24529,"CLUB410"
24536,"CLUB415"
24567,"CLUB601"
24572,"CLUB604"
24573,"CLUB221"
24601,"CLUB237"
24611,"CLUB115"
24617,"CLUB111"
24620,"CLUB402"
24645,"CLUB407"
24677,"CLUB105"
24696,"CLUB123"
24709,"CLUB123"
24731,"CLUB242"
24765,"CLUB405"
24785,"CLUB410"
24790,"CLUB401"
24823,"CLUB125"
24838,"CLUB249"
24845,"CLUB401"
24853,"CLUB137"
24866,"CLUB202"
24868,"CLUB205"
24899,"CLUB258"
24907,"CLUB242"
24914,"CLUB115"
24985,"CLUB601"
25037,"CLUB111"
25043,"CLUB242"
25060,"CLUB219"
25075,"CLUB402"
25093,"CLUB101"
25096,"CLUB212"
25104,"CLUB109"
25121,"CLUB122"
25132,"CLUB410"
25138,"CLUB132"
25147,"CLUB242"
25163,"CLUB402"
25171,"CLUB133"
25182,"CLUB242"
25183,"CLUB415"
25185,"CLUB124"
25196,"CLUB403"
25202,"CLUB604"
25204,"CLUB245"
25210,"CLUB123"
25228,"CLUB105"
25231,"CLUB602"
25243,"CLUB111"
25255,"CLUB105"
25259,"CLUB133"
25262,"CLUB117"
25272,"CLUB123"
25290,"CLUB402"
25291,"CLUB248"
25312,"CLUB241"
25322,"CLUB117"
25343,"CLUB133"
25359,"CLUB402"
25361,"CLUB133"
25366,"CLUB206"
25374,"CLUB109"
25385,"CLUB126"
25391,"CLUB117"
25398,"CLUB404"
25407,"CLUB402"
25416,"CLUB402"
25447,"CLUB132"
25453,"CLUB111"
25456,"CLUB132"
25465,"CLUB123"
25472,"CLUB106"
25474,"CLUB109"
25498,"CLUB242"
25514,"CLUB402"
25520,"CLUB133"
25536,"CLUB101"
25537,"CLUB117"
25545,"CLUB113"
25553,"CLUB132"
25571,"CLUB111"
25578,"CLUB117"
25586,"CLUB127"
25598,"CLUB123"
25637,"CLUB123"
25651,"CLUB111"
25689,"CLUB129"
25701,"CLUB132"
25712,"CLUB131"
25713,"CLUB413"
25724,"CLUB602"
25727,"CLUB111"
25750,"CLUB123"
25780,"CLUB503"
25839,"CLUB136"
25847,"CLUB124"
25868,"CLUB252"
25881,"CLUB402"
25901,"CLUB123"
25937,"CLUB111"
25946,"CLUB123"
25970,"CLUB111"
26013,"CLUB601"
26105,"CLUB123"
26150,"CLUB119"
26159,"CLUB116"
26175,"CLUB109"
26179,"CLUB413"
26196,"CLUB133"
26201,"CLUB123"
26229,"CLUB209"
26243,"CLUB132"
26247,"CLUB119"
26286,"CLUB128"
26292,"CLUB206"
26300,"CLUB403"
26308,"CLUB111"
26320,"CLUB245"
26343,"CLUB133"
26404,"CLUB123"
26409,"CLUB242"
26415,"CLUB133"
26418,"CLUB242"
26430,"CLUB111"
26434,"CLUB111"
26466,"CLUB242"
26506,"CLUB117"
26507,"CLUB402"
26510,"CLUB133"
26516,"CLUB111"
26520,"CLUB115"
26532,"CLUB132"
26565,"CLUB124"
26576,"CLUB109"
26578,"CLUB133"
26580,"CLUB111"
26584,"CLUB117"
26588,"CLUB132"
26589,"CLUB202"
26625,"CLUB111"
26648,"CLUB123"
26649,"CLUB402"
26663,"CLUB132"
26677,"CLUB109"
26698,"CLUB402"
26702,"CLUB125"
26729,"CLUB116"
26732,"CLUB252"
26739,"CLUB123"
26741,"CLUB111"
26744,"CLUB123"
26754,"CLUB137"
26760,"CLUB111"
26765,"CLUB125"
26802,"CLUB109"
26863,"CLUB503"
26893,"CLUB132"
26895,"CLUB102"
26914,"CLUB402"
26930,"CLUB604"
26937,"CLUB119"
26960,"CLUB110"
26971,"CLUB105"
26976,"CLUB132"
26981,"CLUB605"
26987,"CLUB245"
26999,"CLUB402"
27016,"CLUB115"
27026,"CLUB103"
27045,"CLUB402"
27063,"CLUB111"
27079,"CLUB128"
27088,"CLUB245"
27115,"CLUB601"
27129,"CLUB202"
27157,"CLUB133"
27170,"CLUB201"
27175,"CLUB133"
27184,"CLUB413"
27188,"CLUB604"
27194,"CLUB108"
27199,"CLUB115"
27243,"CLUB261"
27247,"CLUB111"
27294,"CLUB111"
27334,"CLUB123"
27344,"CLUB109"
27384,"CLUB101"
27395,"CLUB125"
27399,"CLUB132"
27404,"CLUB242"
27418,"CLUB123"
27442,"CLUB111"
27491,"CLUB245"
27495,"CLUB241"
27554,"CLUB602"
27555,"CLUB402"
27567,"CLUB124"
27582,"CLUB402"
27592,"CLUB105"
27610,"CLUB125"
27639,"CLUB111"
27644,"CLUB128"
27649,"CLUB111"
27665,"CLUB129"
27677,"CLUB119"
27692,"CLUB605"
27722,"CLUB102"
27734,"CLUB132"
27762,"CLUB107"
27763,"CLUB123"
27767,"CLUB402"
27840,"CLUB101"
27842,"CLUB111"
27894,"CLUB129"
27906,"CLUB132"
27908,"CLUB125"
27935,"CLUB111"
27940,"CLUB221"
27944,"CLUB123"
27953,"CLUB407"
27992,"CLUB603"
28041,"CLUB117"
28048,"CLUB111"
28115,"CLUB123"
28118,"CLUB111"
28119,"CLUB245"
28140,"CLUB413"
28143,"CLUB115"
28167,"CLUB111"
28234,"CLUB251"
28242,"CLUB111"
28284,"CLUB245"
28302,"CLUB111"
28309,"CLUB413"
28335,"CLUB242"
28392,"CLUB101"
28396,"CLUB123"
28419,"CLUB129"
28438,"CLUB242"
28464,"CLUB245"
28496,"CLUB133"
28504,"CLUB117"
28522,"CLUB111"
28547,"CLUB106"
28550,"CLUB242"
28590,"CLUB125"
28592,"CLUB111"
28600,"CLUB134"
28610,"CLUB114"
28635,"CLUB133"
28645,"CLUB128"
28667,"CLUB123"
28683,"CLUB111"
28694,"CLUB218"
28701,"CLUB111"
28715,"CLUB111"
28730,"CLUB115"
28741,"CLUB123"
28749,"CLUB402"
28750,"CLUB266"
28767,"CLUB132"
28777,"CLUB601"
28844,"CLUB402"
28850,"CLUB245"
28874,"CLUB105"
28886,"CLUB123"
28893,"CLUB604"
28907,"CLUB102"
28912,"CLUB101"
28931,"CLUB245"
28951,"CLUB601"
28956,"CLUB413"
28982,"CLUB503"
28990,"CLUB219"
29023,"CLUB402"
29041,"CLUB108"
29059,"CLUB105"
29063,"CLUB601"
29072,"CLUB404"
29074,"CLUB202"
29118,"CLUB245"
29119,"CLUB221"
29123,"CLUB204"
29138,"CLUB402"
29162,"CLUB123"
29175,"CLUB420"
29178,"CLUB252"
29190,"CLUB604"
29193,"CLUB115"
29233,"CLUB123"
29285,"CLUB604"
29288,"CLUB413"
29310,"CLUB407"
29318,"CLUB109"
29319,"CLUB403"
29324,"CLUB204"
29349,"CLUB218"
29368,"CLUB101"
29446,"CLUB249"
29462,"CLUB245"
29464,"CLUB109"
29482,"CLUB123"
29527,"CLUB404"
29540,"CLUB109"
29547,"CLUB402"
29602,"CLUB123"
29604,"CLUB602"
29610,"CLUB125"
29611,"CLUB121"
29641,"CLUB117"
29646,"CLUB245"
29656,"CLUB123"
29662,"CLUB117"
29664,"CLUB404"
29688,"CLUB132"
29738,"CLUB111"
29756,"CLUB110"
29758,"CLUB402"
29761,"CLUB111"
29772,"CLUB111"
29775,"CLUB111"
29777,"CLUB115"
29780,"CLUB258"
29795,"CLUB101"
29828,"CLUB128"
29835,"CLUB111"
29840,"CLUB135"
29878,"CLUB404"
29880,"CLUB111"
29884,"CLUB127"
29891,"CLUB402"
29915,"CLUB403"
29936,"CLUB111"
29985,"CLUB127"
29991,"CLUB121"
30002,"CLUB110"
30009,"CLUB103"
30012,"CLUB123"
30020,"CLUB413"
30072,"CLUB117"
30086,"CLUB111"
30089,"CLUB132"
30092,"CLUB420"
30097,"CLUB132"
30101,"CLUB111"
30102,"CLUB103"
30107,"CLUB402"
30109,"CLUB109"
30134,"CLUB125"
30164,"CLUB111"
30181,"CLUB111"
30240,"CLUB129"
30264,"CLUB129"
30272,"CLUB245"
30301,"CLUB109"
30312,"CLUB218"
30320,"CLUB135"
30330,"CLUB123"
30332,"CLUB136"
30339,"CLUB602"
30359,"CLUB402"
30377,"CLUB129"
30406,"CLUB111"
30408,"CLUB117"
30420,"CLUB111"
30433,"CLUB413"
30434,"CLUB402"
30463,"CLUB111"
30484,"CLUB111"
30520,"CLUB601"
30561,"CLUB219"
30603,"CLUB111"
30606,"CLUB111"
30607,"CLUB138"
30612,"CLUB221"
30626,"CLUB138"
30651,"CLUB221"
30657,"CLUB218"
30664,"CLUB413"
30672,"CLUB124"
30689,"CLUB123"
30690,"CLUB132"
30701,"CLUB119"
30726,"CLUB402"
30753,"CLUB245"
30763,"CLUB132"
30782,"CLUB604"
30787,"CLUB404"
30813,"CLUB420"
30828,"CLUB252"
30845,"CLUB402"
30853,"CLUB115"
30865,"CLUB219"
30880,"CLUB111"
30884,"CLUB134"
30887,"CLUB604"
30889,"CLUB222"
30895,"CLUB105"
30896,"CLUB119"
30900,"CLUB601"
30907,"CLUB413"
30921,"CLUB111"
30932,"CLUB123"
30958,"CLUB115"
30975,"CLUB111"
30986,"CLUB221"
30987,"CLUB134"
30994,"CLUB602"
30996,"CLUB404"
31004,"CLUB407"
31049,"CLUB266"
31108,"CLUB123"
31110,"CLUB101"
31132,"CLUB410"
31144,"CLUB221"
31156,"CLUB403"
31169,"CLUB109"
31175,"CLUB602"
31177,"CLUB123"
31178,"CLUB105"
31193,"CLUB106"
31199,"CLUB123"
31202,"CLUB127"
31219,"CLUB132"
31222,"CLUB249"
31232,"CLUB602"
31255,"CLUB266"
31259,"CLUB602"
31269,"CLUB124"
31275,"CLUB109"
31286,"CLUB111"
31289,"CLUB125"
31294,"CLUB103"
31298,"CLUB132"
31321,"CLUB111"
31322,"CLUB111"
31327,"CLUB402"
31371,"CLUB602"
31376,"CLUB117"
31403,"CLUB115"
31425,"CLUB115"
31429,"CLUB602"
31439,"CLUB111"
31461,"CLUB109"
31465,"CLUB111"
31467,"CLUB111"
31490,"CLUB105"
31494,"CLUB111"
31508,"CLUB242"
31515,"CLUB111"
31537,"CLUB413"
31570,"CLUB105"
31586,"CLUB413"
31597,"CLUB245"
31605,"CLUB205"
31621,"CLUB111"
31623,"CLUB101"
31629,"CLUB124"
31631,"CLUB250"
31649,"CLUB245"
31664,"CLUB242"
31679,"CLUB413"
31706,"CLUB132"
31715,"CLUB211"
31771,"CLUB266"
31776,"CLUB402"
31780,"CLUB111"
31781,"CLUB413"
31783,"CLUB111"
31806,"CLUB103"
31860,"CLUB113"
31867,"CLUB402"
31871,"CLUB109"
31875,"CLUB242"
31881,"CLUB123"
31892,"CLUB111"
31903,"CLUB402"
31941,"CLUB402"
31949,"CLUB111"
31977,"CLUB109"
31986,"CLUB115"
31987,"CLUB111"
32018,"CLUB410"
32042,"CLUB602"
32045,"CLUB602"
32046,"CLUB413"
32061,"CLUB115"
32066,"CLUB132"
32087,"CLUB103"
32107,"CLUB604"
32109,"CLUB402"
32140,"CLUB242"
32168,"CLUB602"
32169,"CLUB211"
32190,"CLUB103"
32191,"CLUB108"
32205,"CLUB124"
32250,"CLUB123"
32253,"CLUB135"
32255,"CLUB405"
32263,"CLUB111"
32270,"CLUB125"
32329,"CLUB206"
32335,"CLUB115"
32345,"CLUB602"
32362,"CLUB402"
32364,"CLUB111"
32382,"CLUB404"
32386,"CLUB245"
32396,"CLUB105"
32419,"CLUB402"
32425,"CLUB402"
32432,"CLUB204"
32448,"CLUB218"
32449,"CLUB107"
32481,"CLUB111"
32488,"CLUB115"
32495,"CLUB109"
32508,"CLUB402"
32516,"CLUB125"
32517,"CLUB602"
32547,"CLUB124"
32565,"CLUB601"
32570,"CLUB242"
32573,"CLUB105"
32605,"CLUB420"
32609,"CLUB126"
32639,"CLUB103"
32642,"CLUB105"
32695,"CLUB206"
32707,"CLUB119"
32713,"CLUB245"
32717,"CLUB402"
32721,"CLUB402"
32739,"CLUB221"
32740,"CLUB111"
32748,"CLUB111"
32753,"CLUB258"
32759,"CLUB132"
32764,"CLUB111"
32789,"CLUB109"
32792,"CLUB401"
32799,"CLUB109"
32813,"CLUB117"
32824,"CLUB242"
32854,"CLUB404"
32872,"CLUB111"
32886,"CLUB402"
32889,"CLUB249"
32924,"CLUB111"
32925,"CLUB402"
32928,"CLUB101"
32930,"CLUB133"
32942,"CLUB249"
32959,"CLUB123"
32981,"CLUB402"
32987,"CLUB601"
33019,"CLUB410"
33024,"CLUB601"
33045,"CLUB111"
33046,"CLUB105"
33061,"CLUB121"
33062,"CLUB602"
33076,"CLUB402"
33083,"CLUB211"
33099,"CLUB209"
33128,"CLUB218"
33134,"CLUB121"
33135,"CLUB249"
33145,"CLUB218"
33156,"CLUB407"
33162,"CLUB123"
33183,"CLUB413"
33189,"CLUB401"
33202,"CLUB119"
33245,"CLUB212"
33281,"CLUB133"
33283,"CLUB604"
33321,"CLUB119"
33322,"CLUB601"
33328,"CLUB121"
33348,"CLUB121"
33358,"CLUB242"
33385,"CLUB115"
33396,"CLUB103"
33414,"CLUB410"
33428,"CLUB402"
33457,"CLUB202"
33460,"CLUB401"
33469,"CLUB117"
33473,"CLUB410"
33512,"CLUB602"
33537,"CLUB413"
33540,"CLUB402"
33546,"CLUB124"
33547,"CLUB135"
33560,"CLUB119"
33584,"CLUB125"
33591,"CLUB128"
33597,"CLUB111"
33606,"CLUB221"
33645,"CLUB111"
33661,"CLUB206"
33698,"CLUB602"
33738,"CLUB113"
33742,"CLUB119"
33750,"CLUB604"
33752,"CLUB212"
33758,"CLUB125"
33764,"CLUB133"
33787,"CLUB111"
33790,"CLUB402"
33896,"CLUB602"
33905,"CLUB402"
33913,"CLUB602"
33914,"CLUB261"
33929,"CLUB111"
33939,"CLUB111"
33965,"CLUB402"
33982,"CLUB420"
33992,"CLUB402"
34009,"CLUB119"
34013,"CLUB402"
34014,"CLUB401"
34058,"CLUB603"
34085,"CLUB401"
34140,"CLUB111"
34141,"CLUB133"
34147,"CLUB125"
34166,"CLUB119"
34184,"CLUB602"
34185,"CLUB202"
34205,"CLUB121"
34224,"CLUB402"
34242,"CLUB603"
34250,"CLUB401"
34251,"CLUB113"
34259,"CLUB123"
34263,"CLUB402"
34288,"CLUB128"
34293,"CLUB133"
34301,"CLUB604"
34317,"CLUB603"
34328,"CLUB111"
34357,"CLUB111"
34366,"CLUB121"
34367,"CLUB402"
34404,"CLUB219"
34420,"CLUB124"
34422,"CLUB111"
34430,"CLUB133"
34431,"CLUB106"
34441,"CLUB417"
34443,"CLUB110"
34475,"CLUB256"
34487,"CLUB115"
34498,"CLUB251"
34537,"CLUB134"
34541,"CLUB111"
34550,"CLUB123"
34551,"CLUB402"
34552,"CLUB261"
34554,"CLUB115"
34555,"CLUB109"
34574,"CLUB126"
34600,"CLUB111"
34618,"CLUB213"
34619,"CLUB133"
34624,"CLUB109"
34626,"CLUB403"
34628,"CLUB111"
34646,"CLUB111"
34650,"CLUB133"
34667,"CLUB105"
34674,"CLUB403"
34676,"CLUB403"
34680,"CLUB218"
34681,"CLUB403"
34684,"CLUB123"
34690,"CLUB242"
34699,"CLUB111"
34700,"CLUB126"
34705,"CLUB109"
34736,"CLUB413"
34758,"CLUB604"
34760,"CLUB111"
34780,"CLUB402"
34829,"CLUB604"
34834,"CLUB602"
34836,"CLUB127"
34860,"CLUB123"
34905,"CLUB125"
34944,"CLUB123"
34946,"CLUB125"
34949,"CLUB111"
34961,"CLUB404"
34981,"CLUB103"
35012,"CLUB133"
35017,"CLUB402"
35028,"CLUB108"
35033,"CLUB105"
35052,"CLUB401"
35057,"CLUB115"
35073,"CLUB103"
35086,"CLUB605"
35112,"CLUB604"
35117,"CLUB111"
35122,"CLUB111"
35128,"CLUB111"
35159,"CLUB111"
35228,"CLUB241"
35238,"CLUB115"
35248,"CLUB123"
35255,"CLUB133"
35271,"CLUB402"
35272,"CLUB133"
35275,"CLUB133"
35299,"CLUB123"
35304,"CLUB125"
35305,"CLUB245"
35314,"CLUB123"
35318,"CLUB133"
35320,"CLUB602"
35336,"CLUB111"
35355,"CLUB212"
35365,"CLUB417"
35369,"CLUB241"
35383,"CLUB503"
35395,"CLUB133"
35404,"CLUB101"
35420,"CLUB418"
35425,"CLUB125"
35434,"CLUB105"
35437,"CLUB117"
35445,"CLUB111"
35455,"CLUB111"
35464,"CLUB133"
35473,"CLUB123"
35476,"CLUB410"
35477,"CLUB242"
35508,"CLUB402"
35520,"CLUB105"
35528,"CLUB125"
35531,"CLUB218"
35574,"CLUB132"
35575,"CLUB117"
35587,"CLUB101"
35595,"CLUB407"
35606,"CLUB133"
35609,"CLUB105"
35613,"CLUB402"
35617,"CLUB125"
35649,"CLUB245"
35658,"CLUB129"
35670,"CLUB249"
35684,"CLUB402"
35691,"CLUB125"
35694,"CLUB402"
35716,"CLUB249"
35719,"CLUB103"
35740,"CLUB111"
35798,"CLUB115"
35806,"CLUB106"
35807,"CLUB213"
35835,"CLUB135"
35878,"CLUB402"
35879,"CLUB602"
35883,"CLUB111"
35886,"CLUB124"
35906,"CLUB602"
35911,"CLUB123"
35927,"CLUB113"
35929,"CLUB109"
35954,"CLUB115"
35962,"CLUB206"
35965,"CLUB111"
35971,"CLUB132"
35973,"CLUB111"
35983,"CLUB125"
35991,"CLUB109"
35993,"CLUB119"
35998,"CLUB264"
36001,"CLUB402"
36003,"CLUB132"
36020,"CLUB111"
36024,"CLUB111"
36051,"CLUB605"
36055,"CLUB123"
36068,"CLUB245"
36074,"CLUB128"
36076,"CLUB134"
36110,"CLUB119"
36116,"CLUB111"
36119,"CLUB221"
36120,"CLUB112"
36121,"CLUB101"
36140,"CLUB233"
36144,"CLUB111"
36148,"CLUB242"
36149,"CLUB111"
36198,"CLUB245"
36200,"CLUB119"
36206,"CLUB245"
36216,"CLUB115"
36219,"CLUB111"
36224,"CLUB128"
36300,"CLUB402"
36318,"CLUB119"
36326,"CLUB402"
36328,"CLUB111"
36339,"CLUB133"
36351,"CLUB245"
36372,"CLUB109"
36392,"CLUB103"
36410,"CLUB105"
36430,"CLUB245"
36450,"CLUB111"
36468,"CLUB228"
36474,"CLUB119"
36498,"CLUB105"
36520,"CLUB221"
36547,"CLUB402"
36583,"CLUB218"
36603,"CLUB604"
36630,"CLUB109"
36637,"CLUB111"
36648,"CLUB604"
36657,"CLUB503"
36664,"CLUB117"
36669,"CLUB111"
36674,"CLUB117"
36676,"CLUB133"
36692,"CLUB123"
36712,"CLUB125"
36715,"CLUB101"
36724,"CLUB111"
36727,"CLUB119"
36732,"CLUB501"
36745,"CLUB604"
36747,"CLUB123"
36751,"CLUB109"
36754,"CLUB604"
36771,"CLUB111"
36774,"CLUB117"
36783,"CLUB245"
36807,"CLUB212"
36819,"CLUB115"
36825,"CLUB119"
36850,"CLUB261"
36878,"CLUB402"
36885,"CLUB501"
36924,"CLUB410"
36929,"CLUB111"
36947,"CLUB413"
36985,"CLUB111"
37038,"CLUB111"
37047,"CLUB403"
37056,"CLUB402"
37065,"CLUB218"
37106,"CLUB403"
37110,"CLUB115"
37133,"CLUB413"
37138,"CLUB111"
37152,"CLUB211"
37153,"CLUB132"
37156,"CLUB105"
37167,"CLUB125"
37193,"CLUB402"
37197,"CLUB125"
37215,"CLUB605"
37221,"CLUB211"
37225,"CLUB119"
37236,"CLUB125"
37255,"CLUB119"
37259,"CLUB222"
37275,"CLUB101"
37311,"CLUB245"
37326,"CLUB105"
37327,"CLUB402"
37336,"CLUB402"
37361,"CLUB135"
37384,"CLUB105"
37417,"CLUB105"
37422,"CLUB133"
37427,"CLUB111"
37434,"CLUB242"
37483,"CLUB117"
37488,"CLUB413"
37496,"CLUB206"
37501,"CLUB111"
37542,"CLUB124"
37543,"CLUB123"
37544,"CLUB108"
37574,"CLUB111"
37585,"CLUB111"
37607,"CLUB213"
37612,"CLUB111"
37615,"CLUB604"
37621,"CLUB242"
37624,"CLUB242"
37636,"CLUB503"
37664,"CLUB125"
37671,"CLUB113"
37681,"CLUB402"
37687,"CLUB123"
37691,"CLUB402"
37695,"CLUB258"
37705,"CLUB242"
37721,"CLUB257"
37728,"CLUB111"
37755,"CLUB115"
37761,"CLUB404"
37762,"CLUB233"
37791,"CLUB602"
37792,"CLUB111"
37839,"CLUB109"
37843,"CLUB133"
