primary_key,LAST_OCCUPATION_42,LAST_EMP_TYPE,retirement_age
24943,"csp_6_8","cond16",63
24949,"csp_4_3","cond16",66
24965,"csp_3_7","cond16",60
24992,"csp_3_1","cond21",63
25001,"csp_2_1","cond22",55
25016,"csp_5_4","cond16",60
25025,"csp_3_5","cond15",60
25033,"csp_4_7","cond16",60
25036,"csp_5_5","cond16",58
25039,"csp_4_3","cond16",65
25062,"csp_5_4","cond16",64
25064,"csp_3_7","cond16",65
25074,"csp_3_1","cond22",62
25082,"csp_6_3","cond16",63
25085,"csp_5_2","cond16",60
25097,"csp_4_2","cond16",64
25108,"csp_3_3","cond16",64
25123,"csp_5_2","cond16",54
25125,"csp_5_5","cond16",60
25134,"csp_6_3","cond16",53
25142,"csp_4_6","cond16",65
25147,"csp_5_3","cond16",60
25151,"csp_5_2","cond16",61
25156,"csp_3_7","cond16",58
25159,"csp_3_4","cond16",54
25161,"csp_2_2","cond21",60
25170,"csp_2_1","cond22",60
25171,"csp_5_4","cond16",59
25177,"csp_6_3","cond16",56
25181,"csp_5_6","cond16",58
25184,"csp_1_1","cond21",64
25187,"csp_4_3","cond21",65
25194,"csp_4_6","cond16",55
25204,"csp_5_3","cond16",65
25210,"csp_6_2","cond16",61
25234,"csp_1_1","cond21",60
25252,"csp_5_6","cond16",60
25271,"csp_1_1","cond21",60
25280,"csp_5_2","cond16",65
25283,"csp_6_4","cond16",64
25285,"csp_5_2","cond16",65
25286,"csp_1_1","cond21",60
25288,"csp_4_5","cond16",60
25290,"csp_5_2","cond16",64
25292,"csp_5_4","cond16",65
25298,"csp_5_6","cond16",60
25304,"csp_5_2","cond16",61
25325,"csp_6_4","cond16",60
25331,"csp_4_7","cond16",60
25339,"csp_5_2","cond16",65
25344,"csp_6_2","cond16",60
25354,"csp_3_3","cond16",65
25361,"csp_6_5","cond16",57
25365,"csp_5_6","cond16",61
25368,"csp_3_7","cond16",64
25370,"csp_1_1","cond21",60
25372,"csp_6_8","cond16",55
25383,"csp_4_8","cond16",64
25388,"csp_1_1","cond21",60
25405,"csp_5_2","cond16",63
25406,"csp_2_3","cond22",58
25411,"csp_4_6","cond16",63
25416,"csp_5_2","cond16",60
25424,"csp_6_7","cond16",60
25433,"csp_5_4","cond16",60
25457,"csp_5_6","cond15",60
25464,"csp_5_6","cond16",57
25473,"csp_6_7","cond16",63
25480,"csp_6_3","cond16",57
25485,"csp_6_7","cond12",65
25487,"csp_5_4","cond13",65
25491,"csp_5_4","cond16",61
25493,"csp_5_4","cond16",58
25508,"csp_4_3","cond16",59
25512,"csp_2_1","cond22",61
25513,"csp_4_6","cond16",65
25515,"csp_5_6","cond15",60
25521,"csp_3_8","cond16",65
25524,"csp_5_6","cond16",60
25538,"csp_5_4","cond16",60
25542,"csp_3_8","cond16",60
25553,"csp_6_5","cond16",64
25557,"csp_5_6","cond15",65
25561,"csp_4_7","cond16",60
25563,"csp_1_1","cond21",65
25583,"csp_5_2","cond16",60
25590,"csp_5_6","cond16",61
25612,"csp_3_3","cond16",65
25613,"csp_6_8","cond16",65
25631,"csp_6_7","cond16",65
25632,"csp_2_1","cond22",64
25650,"csp_2_1","cond21",54
25657,"csp_5_2","cond16",65
25661,"csp_5_2","cond16",60
25662,"csp_5_5","cond16",58
25667,"csp_2_1","cond21",56
25681,"csp_5_4","cond16",62
25700,"csp_6_8","cond16",64
25703,"csp_5_6","cond16",65
25705,"csp_3_1","cond22",59
25716,"csp_6_9","cond15",59
25725,"csp_5_5","cond16",60
25740,"csp_5_2","cond16",60
25743,"csp_6_7","cond16",60
25744,"csp_6_7","cond16",60
25760,"csp_5_4","cond15",60
25807,"csp_6_2","cond16",60
25831,"csp_5_4","cond16",61
25834,"csp_6_2","cond16",64
25837,"csp_6_2","cond16",65
25838,"csp_4_7","cond16",60
25846,"csp_2_2","cond21",59
25860,"csp_2_2","cond21",62
25865,"csp_6_7","cond16",62
25869,"csp_6_8","cond15",60
25870,"csp_4_2","cond15",65
25871,"csp_4_7","cond16",60
25877,"csp_4_6","cond16",60
25878,"csp_5_5","cond16",60
25881,"csp_5_4","cond16",60
25893,"csp_5_2","cond16",60
25895,"csp_3_4","cond16",61
25897,"csp_6_9","cond15",58
25899,"csp_4_3","cond16",64
25908,"csp_6_9","cond16",60
25915,"csp_6_3","cond16",60
25916,"csp_2_1","cond22",60
25920,"csp_4_5","cond16",64
25921,"csp_4_3","cond16",60
25924,"csp_4_5","cond16",63
25942,"csp_5_4","cond16",65
25961,"csp_5_2","cond16",60
25966,"csp_5_2","cond16",60
25968,"csp_4_6","cond16",60
25974,"csp_6_7","cond16",63
25978,"csp_6_2","cond16",55
25982,"csp_4_7","cond16",60
25984,"csp_5_5","cond16",60
25985,"csp_5_2","cond16",60
25991,"csp_6_5","cond16",65
25993,"csp_5_6","cond16",60
25998,"csp_1_2","cond22",58
26005,"csp_5_2","cond16",54
26023,"csp_5_4","cond16",60
26024,"csp_5_6","cond15",65
26039,"csp_2_1","cond22",65
26054,"csp_5_4","cond16",60
26060,"csp_5_6","cond16",60
26064,"csp_4_7","cond16",59
26066,"csp_5_2","cond16",63
26068,"csp_2_1","cond21",60
26070,"csp_6_2","cond16",60
26071,"csp_4_2","cond16",63
26089,"csp_5_6","cond16",60
26090,"csp_5_5","cond16",55
26093,"csp_4_8","cond16",60
26112,"csp_5_6","cond16",60
26125,"csp_4_2","cond16",60
26126,"csp_5_6","cond16",60
26130,"csp_3_8","cond16",60
26137,"csp_5_6","cond16",58
26174,"csp_2_2","cond21",60
26182,"csp_3_7","cond16",56
26183,"csp_5_5","cond16",55
26192,"csp_6_7","cond16",65
26195,"csp_3_5","cond16",60
26205,"csp_3_1","cond22",56
26212,"csp_6_4","cond12",60
26225,"csp_5_5","cond15",60
26236,"csp_3_1","cond22",60
26240,"csp_5_2","cond16",60
26271,"csp_5_4","cond16",60
26272,"csp_3_8","cond16",58
26274,"csp_6_7","cond16",56
26277,"csp_2_3","cond22",60
26279,"csp_6_3","cond16",58
26299,"csp_6_7","cond15",61
26314,"csp_6_7","cond16",55
26315,"csp_4_7","cond16",57
26318,"csp_5_2","cond16",65
26320,"csp_4_6","cond16",63
26351,"csp_2_2","cond21",61
26372,"csp_4_7","cond16",60
26391,"csp_5_4","cond16",65
26395,"csp_1_1","cond22",60
26409,"csp_6_2","cond16",63
26412,"csp_6_8","cond16",60
26418,"csp_5_5","cond16",63
26424,"csp_3_4","cond16",60
26452,"csp_3_5","cond16",62
26454,"csp_5_2","cond16",60
26466,"csp_6_8","cond16",63
26478,"csp_4_3","cond15",60
26495,"csp_4_6","cond16",62
26498,"csp_4_3","cond16",60
26504,"csp_5_5","cond16",60
26515,"csp_5_3","cond16",60
26527,"csp_4_7","cond16",60
26532,"csp_2_2","cond21",60
26537,"csp_6_8","cond16",60
26545,"csp_4_3","cond21",54
26547,"csp_6_7","cond16",60
26566,"csp_3_8","cond16",57
26588,"csp_6_8","cond16",60
26599,"csp_5_6","cond16",58
26607,"csp_2_2","cond22",60
26611,"csp_5_6","cond15",60
26649,"csp_5_4","cond16",60
26654,"csp_6_3","cond16",60
26661,"csp_5_4","cond16",60
26663,"csp_4_6","cond16",60
26684,"csp_5_4","cond16",60
26687,"csp_3_7","cond16",60
26693,"csp_6_5","cond16",59
26700,"csp_5_2","cond16",56
26723,"csp_5_2","cond13",60
26738,"csp_4_5","cond16",60
26747,"csp_4_3","cond16",60
26758,"csp_4_5","cond16",62
26760,"csp_6_3","cond16",56
26765,"csp_1_1","cond21",60
26773,"csp_4_2","cond16",60
26776,"csp_6_2","cond16",58
26777,"csp_3_3","cond16",60
26778,"csp_3_4","cond15",60
26798,"csp_5_6","cond16",60
26809,"csp_5_4","cond16",58
26811,"csp_5_2","cond16",60
26825,"csp_6_8","cond16",64
26828,"csp_6_8","cond16",60
26832,"csp_4_6","cond16",65
26844,"csp_6_3","cond16",60
26858,"csp_6_2","cond16",65
26861,"csp_2_2","cond22",58
26885,"csp_4_6","cond15",60
26890,"csp_4_8","cond16",55
26893,"csp_6_8","cond16",60
26899,"csp_4_4","cond16",62
26903,"csp_4_3","cond21",60
26913,"csp_4_2","cond16",60
26916,"csp_6_2","cond16",60
26954,"csp_6_3","cond16",62
26958,"csp_6_8","cond16",60
26999,"csp_4_3","cond16",65
27008,"csp_5_4","cond16",65
27025,"csp_6_7","cond16",60
27028,"csp_2_1","cond21",60
27029,"csp_5_2","cond15",62
27042,"csp_5_2","cond16",65
27045,"csp_4_6","cond16",65
27047,"csp_5_2","cond16",65
27055,"csp_4_5","cond16",65
27059,"csp_6_4","cond16",60
27061,"csp_5_4","cond16",65
27071,"csp_5_6","cond16",65
27088,"csp_4_3","cond16",61
27090,"csp_5_4","cond16",65
27112,"csp_4_2","cond16",60
27120,"csp_5_5","cond16",60
27129,"csp_4_2","cond16",60
27133,"csp_2_3","cond22",58
27144,"csp_6_2","cond16",65
27145,"csp_4_2","cond16",61
27162,"csp_3_3","cond16",65
27176,"csp_6_2","cond15",60
27184,"csp_2_2","cond21",60
27204,"csp_4_7","cond16",62
27225,"csp_4_5","cond16",62
27244,"csp_6_3","cond16",66
27249,"csp_5_4","cond16",60
27262,"csp_5_2","cond16",60
27264,"csp_3_7","cond16",58
27265,"csp_6_8","cond16",60
27273,"csp_6_8","cond16",62
27279,"csp_6_7","cond16",53
27280,"csp_6_2","cond16",60
27295,"csp_3_8","cond16",60
27298,"csp_5_6","cond16",60
27300,"csp_5_2","cond16",60
27330,"csp_6_2","cond16",60
27332,"csp_5_2","cond16",60
27336,"csp_6_3","cond16",64
27341,"csp_5_2","cond16",60
27346,"csp_5_4","cond16",61
27366,"csp_4_3","cond16",58
27390,"csp_2_2","cond21",65
27397,"csp_5_6","cond16",50
27399,"csp_5_3","cond16",60
27404,"csp_4_6","cond16",60
27408,"csp_5_6","cond16",60
27413,"csp_6_4","cond16",57
27420,"csp_5_2","cond16",64
27422,"csp_5_6","cond16",60
27425,"csp_4_6","cond16",60
27432,"csp_3_7","cond16",65
27446,"csp_4_2","cond16",62
27447,"csp_2_2","cond22",57
27449,"csp_6_9","cond16",60
27451,"csp_6_8","cond16",56
27452,"csp_5_2","cond16",65
27468,"csp_5_2","cond16",64
27480,"csp_2_1","cond21",55
27487,"csp_5_2","cond16",60
27488,"csp_5_4","cond16",60
27490,"csp_3_8","cond16",55
27491,"csp_5_4","cond16",60
27510,"csp_5_6","cond16",60
27511,"csp_6_2","cond15",62
27517,"csp_5_2","cond16",58
27521,"csp_5_4","cond12",54
27522,"csp_3_7","cond16",65
27528,"csp_5_2","cond16",60
27531,"csp_6_7","cond12",57
27536,"csp_6_2","cond16",60
27538,"csp_5_6","cond16",60
27555,"csp_5_2","cond16",60
27559,"csp_3_8","cond16",60
27562,"csp_4_6","cond16",55
27564,"csp_6_7","cond16",62
27582,"csp_6_7","cond16",62
27585,"csp_4_5","cond16",60
27602,"csp_4_3","cond16",60
27603,"csp_5_5","cond16",60
27622,"csp_4_6","cond16",57
27629,"csp_4_6","cond16",58
27632,"csp_3_7","cond16",63
27634,"csp_5_6","cond16",55
27650,"csp_4_6","cond16",63
27655,"csp_3_7","cond13",65
27656,"csp_5_2","cond16",62
27658,"csp_2_1","cond21",65
27672,"csp_2_3","cond22",62
27681,"csp_6_4","cond16",63
27691,"csp_5_6","cond16",64
27699,"csp_5_2","cond16",63
27712,"csp_6_2","cond16",65
27731,"csp_6_4","cond16",60
27743,"csp_4_7","cond16",60
27744,"csp_5_2","cond16",60
27745,"csp_5_2","cond16",60
27747,"csp_5_2","cond16",60
27754,"csp_5_6","cond15",60
27758,"csp_5_4","cond16",60
27776,"csp_5_2","cond16",60
27777,"csp_4_2","cond16",60
27793,"csp_2_2","cond21",64
27797,"csp_6_4","cond16",59
27798,"csp_5_6","cond16",65
27817,"csp_6_7","cond12",62
27821,"csp_2_1","cond21",58
27838,"csp_4_3","cond16",60
27839,"csp_6_8","cond13",60
27841,"csp_6_2","cond16",60
27844,"csp_4_2","cond16",56
27852,"csp_5_2","cond16",65
27856,"csp_4_7","cond16",60
27860,"csp_5_4","cond16",60
27861,"csp_1_1","cond21",57
27862,"csp_5_2","cond16",60
27874,"csp_4_6","cond16",60
27878,"csp_2_2","cond22",65
27881,"csp_5_6","cond16",55
27882,"csp_3_3","cond16",60
27883,"csp_4_7","cond16",60
27898,"csp_5_4","cond16",60
27902,"csp_4_6","cond16",60
27905,"csp_4_7","cond16",60
27906,"csp_5_3","cond16",60
27908,"csp_5_6","cond16",60
27927,"csp_5_5","cond16",62
27940,"csp_4_6","cond16",53
27952,"csp_4_3","cond16",56
27958,"csp_5_6","cond16",65
27965,"csp_5_2","cond15",60
27966,"csp_2_1","cond22",62
27972,"csp_5_6","cond16",64
27977,"csp_5_6","cond15",65
27979,"csp_5_2","cond16",60
27984,"csp_5_5","cond16",60
27986,"csp_5_2","cond16",60
27995,"csp_5_4","cond16",65
28012,"csp_2_1","cond22",60
28022,"csp_4_3","cond16",60
28024,"csp_5_2","cond16",60
28029,"csp_3_8","cond16",57
28039,"csp_5_6","cond16",61
28060,"csp_4_6","cond16",60
28064,"csp_5_6","cond16",63
28071,"csp_3_3","cond16",60
28078,"csp_5_3","cond15",56
28097,"csp_4_8","cond16",56
28103,"csp_3_7","cond16",60
28104,"csp_4_3","cond16",65
28112,"csp_5_6","cond16",60
28113,"csp_5_2","cond16",64
28119,"csp_2_1","cond21",60
28122,"csp_5_2","cond16",62
28123,"csp_6_8","cond16",59
28127,"csp_2_1","cond21",63
28130,"csp_4_7","cond16",59
28132,"csp_4_2","cond16",60
28141,"csp_5_4","cond16",60
28150,"csp_5_2","cond16",60
28154,"csp_2_2","cond21",60
28158,"csp_5_2","cond16",60
28185,"csp_6_3","cond16",60
28189,"csp_4_3","cond16",65
28212,"csp_5_4","cond16",60
28233,"csp_4_6","cond16",60
28245,"csp_4_6","cond16",60
28255,"csp_5_2","cond16",65
28262,"csp_6_4","cond16",58
28266,"csp_2_2","cond21",61
28279,"csp_3_3","cond16",60
28284,"csp_3_7","cond16",60
28318,"csp_6_7","cond16",60
28324,"csp_6_5","cond16",60
28325,"csp_6_7","cond16",65
28335,"csp_3_8","cond16",60
28342,"csp_6_2","cond16",56
28346,"csp_3_4","cond16",60
28350,"csp_5_2","cond16",60
28353,"csp_5_4","cond16",60
28361,"csp_4_4","cond16",65
28368,"csp_4_6","cond16",60
28370,"csp_4_6","cond16",60
28374,"csp_5_2","cond15",60
28376,"csp_6_7","cond16",60
28384,"csp_2_2","cond21",65
28393,"csp_1_1","cond21",56
28395,"csp_2_2","cond21",60
28400,"csp_5_6","cond16",60
28407,"csp_2_2","cond22",57
28409,"csp_6_7","cond16",58
28412,"csp_5_2","cond16",60
28413,"csp_5_6","cond16",60
28415,"csp_5_2","cond16",65
28416,"csp_5_5","cond16",60
28417,"csp_5_2","cond16",57
28425,"csp_6_8","cond16",64
28430,"csp_5_2","cond16",60
28435,"csp_4_6","cond16",60
28451,"csp_3_1","cond21",60
28454,"csp_6_3","cond16",59
28456,"csp_4_3","cond22",60
28458,"csp_5_6","cond16",60
28464,"csp_4_2","cond16",60
28471,"csp_6_3","cond16",60
28472,"csp_5_2","cond16",60
28473,"csp_5_2","cond16",60
28477,"csp_4_7","cond16",60
28497,"csp_4_6","cond21",65
28516,"csp_3_8","cond16",65
28517,"csp_3_7","cond16",52
28521,"csp_5_2","cond16",60
28526,"csp_4_2","cond16",59
28528,"csp_6_2","cond16",60
28529,"csp_5_2","cond16",65
28532,"csp_6_7","cond16",64
28544,"csp_4_7","cond16",60
28550,"csp_4_6","cond16",60
28558,"csp_5_2","cond16",60
28564,"csp_5_6","cond16",60
28575,"csp_4_2","cond16",60
28602,"csp_5_2","cond16",63
28609,"csp_5_4","cond15",65
28621,"csp_5_6","cond15",58
28624,"csp_5_2","cond16",56
28634,"csp_4_8","cond16",57
28636,"csp_5_2","cond16",65
28643,"csp_5_2","cond16",60
28645,"csp_5_6","cond16",60
28651,"csp_5_4","cond16",60
28654,"csp_4_7","cond16",56
28680,"csp_5_6","cond16",62
28693,"csp_5_2","cond16",60
28694,"csp_4_6","cond16",57
28698,"csp_5_2","cond16",60
28701,"csp_4_7","cond21",60
28704,"csp_5_2","cond16",60
28706,"csp_4_2","cond16",56
28707,"csp_5_3","cond16",65
28711,"csp_2_2","cond21",51
28723,"csp_6_4","cond16",60
28725,"csp_2_1","cond21",57
28734,"csp_4_6","cond16",59
28736,"csp_2_2","cond21",59
28744,"csp_4_5","cond16",60
28748,"csp_5_5","cond16",60
28755,"csp_1_1","cond21",65
28761,"csp_6_9","cond16",59
28765,"csp_5_2","cond16",61
28773,"csp_4_2","cond16",60
28776,"csp_5_2","cond16",55
28798,"csp_2_1","cond21",55
28802,"csp_5_2","cond16",55
28804,"csp_5_2","cond15",60
28811,"csp_4_6","cond16",60
28836,"csp_5_6","cond15",58
28844,"csp_4_5","cond16",64
28846,"csp_5_6","cond16",64
28885,"csp_3_7","cond16",62
28892,"csp_5_2","cond16",60
28902,"csp_3_3","cond16",61
28904,"csp_4_3","cond16",57
28905,"csp_5_4","cond16",60
28906,"csp_3_8","cond15",63
28922,"csp_4_3","cond16",62
28923,"csp_1_1","cond21",60
28931,"csp_4_6","cond16",62
28937,"csp_4_5","cond16",59
28941,"csp_4_6","cond16",62
28942,"csp_6_7","cond16",60
28947,"csp_4_3","cond16",64
28952,"csp_4_5","cond16",60
28955,"csp_5_6","cond16",60
28962,"csp_5_6","cond16",58
28963,"csp_3_7","cond16",60
28967,"csp_2_1","cond22",61
28971,"csp_1_1","cond21",55
28983,"csp_4_8","cond16",58
28995,"csp_5_6","cond16",60
29003,"csp_5_4","cond16",62
29014,"csp_6_7","cond16",60
29017,"csp_4_6","cond16",60
29018,"csp_4_6","cond16",58
29024,"csp_6_5","cond16",65
29062,"csp_5_4","cond16",61
29066,"csp_4_7","cond16",60
29069,"csp_5_2","cond16",60
29077,"csp_3_1","cond22",57
29079,"csp_5_2","cond16",55
29090,"csp_4_6","cond16",65
29091,"csp_6_4","cond16",65
29106,"csp_5_2","cond16",60
29112,"csp_4_5","cond16",65
29124,"csp_2_2","cond21",60
29125,"csp_5_2","cond16",62
29138,"csp_5_2","cond16",61
29139,"csp_6_7","cond16",61
29149,"csp_5_2","cond16",65
29153,"csp_5_2","cond16",60
29156,"csp_5_4","cond16",60
29157,"csp_5_2","cond13",60
29161,"csp_4_7","cond16",64
29163,"csp_5_4","cond16",60
29167,"csp_6_3","cond16",54
29194,"csp_5_2","cond16",60
29197,"csp_5_6","cond16",60
29198,"csp_5_4","cond16",57
29204,"csp_5_5","cond16",58
29223,"csp_3_4","cond16",60
29232,"csp_2_1","cond22",60
29233,"csp_4_3","cond16",60
29244,"csp_4_3","cond16",60
29279,"csp_5_6","cond15",60
29281,"csp_4_2","cond13",60
29284,"csp_4_8","cond16",60
29288,"csp_5_2","cond16",63
29294,"csp_6_7","cond15",65
29297,"csp_5_2","cond16",62
29305,"csp_3_8","cond16",55
29310,"csp_4_3","cond21",60
29313,"csp_4_6","cond16",62
29319,"csp_2_1","cond22",58
29326,"csp_4_3","cond16",57
29340,"csp_4_5","cond16",65
29346,"csp_5_3","cond16",62
29354,"csp_4_7","cond16",60
29357,"csp_4_3","cond21",60
29361,"csp_1_3","cond22",60
29368,"csp_5_3","cond16",60
29375,"csp_6_2","cond16",63
29380,"csp_5_6","cond16",60
29386,"csp_6_5","cond16",60
29389,"csp_4_3","cond16",60
29391,"csp_5_2","cond16",59
29393,"csp_6_4","cond16",60
29397,"csp_4_7","cond16",60
29401,"csp_5_2","cond16",60
29403,"csp_5_2","cond16",60
29405,"csp_4_6","cond15",60
29416,"csp_4_7","cond16",60
29417,"csp_4_6","cond16",65
29419,"csp_1_1","cond21",60
29424,"csp_5_5","cond16",60
29425,"csp_5_6","cond16",65
29430,"csp_2_2","cond22",60
29434,"csp_5_2","cond16",64
29435,"csp_5_2","cond16",64
29442,"csp_5_6","cond16",60
29444,"csp_4_2","cond16",60
29460,"csp_4_3","cond16",58
29462,"csp_5_5","cond16",60
29467,"csp_5_2","cond16",65
29476,"csp_5_2","cond16",60
29486,"csp_5_2","cond16",61
29487,"csp_2_2","cond22",60
29491,"csp_5_2","cond16",60
29500,"csp_4_2","cond16",57
29516,"csp_4_3","cond21",60
29520,"csp_4_3","cond16",63
29521,"csp_1_1","cond21",60
29523,"csp_5_2","cond16",60
29524,"csp_3_8","cond16",64
29527,"csp_4_3","cond16",60
29537,"csp_4_3","cond16",60
29538,"csp_2_1","cond21",60
29543,"csp_3_4","cond16",66
29566,"csp_6_2","cond16",63
29570,"csp_6_4","cond12",60
29587,"csp_5_4","cond16",60
29592,"csp_4_7","cond16",60
29601,"csp_5_4","cond16",62
29609,"csp_6_5","cond16",60
29610,"csp_1_2","cond21",61
29620,"csp_3_5","cond15",60
29625,"csp_6_2","cond16",59
29664,"csp_6_4","cond16",60
29669,"csp_3_1","cond22",65
29672,"csp_5_5","cond16",60
29673,"csp_5_2","cond16",60
29686,"csp_6_4","cond16",65
29688,"csp_6_3","cond16",59
29696,"csp_3_7","cond16",63
29700,"csp_5_2","cond16",55
29702,"csp_3_3","cond16",60
29713,"csp_5_2","cond16",61
29739,"csp_4_6","cond21",60
29742,"csp_6_7","cond16",60
29744,"csp_6_5","cond16",60
29749,"csp_5_2","cond16",60
29752,"csp_2_1","cond22",62
29762,"csp_3_8","cond16",60
29763,"csp_4_6","cond16",57
29773,"csp_6_9","cond16",60
29795,"csp_5_6","cond16",60
29797,"csp_4_6","cond16",59
29799,"csp_6_8","cond16",60
29800,"csp_6_3","cond15",60
29801,"csp_6_7","cond16",63
29810,"csp_1_3","cond22",55
29813,"csp_4_7","cond16",65
29855,"csp_2_2","cond22",65
29856,"csp_5_6","cond15",60
29863,"csp_6_4","cond16",60
29864,"csp_2_1","cond21",60
29866,"csp_4_7","cond16",60
29878,"csp_6_2","cond16",54
29890,"csp_4_3","cond16",61
29893,"csp_2_1","cond21",59
29902,"csp_6_7","cond16",60
29915,"csp_4_7","cond16",60
29917,"csp_6_8","cond16",60
29924,"csp_1_3","cond22",65
29941,"csp_6_3","cond16",60
29946,"csp_5_2","cond16",60
29953,"csp_6_7","cond16",58
29956,"csp_6_4","cond16",53
29958,"csp_1_1","cond22",53
29984,"csp_1_3","cond22",60
29986,"csp_2_1","cond22",57
29991,"csp_4_7","cond16",58
30026,"csp_5_4","cond16",60
30045,"csp_1_1","cond22",65
30049,"csp_5_2","cond16",60
30058,"csp_4_6","cond16",60
30060,"csp_6_8","cond15",64
30070,"csp_4_6","cond16",60
30094,"csp_1_1","cond21",57
30103,"csp_5_2","cond16",61
30109,"csp_6_2","cond16",64
30111,"csp_4_2","cond16",60
30114,"csp_1_1","cond21",50
30139,"csp_1_1","cond21",60
30140,"csp_3_1","cond22",56
30149,"csp_5_5","cond16",62
30151,"csp_4_5","cond16",60
30158,"csp_6_9","cond16",60
30161,"csp_6_7","cond16",55
30168,"csp_6_3","cond16",58
30172,"csp_1_1","cond21",67
30178,"csp_3_7","cond16",61
30190,"csp_1_3","cond22",60
30196,"csp_4_7","cond16",65
30199,"csp_2_1","cond23",60
30202,"csp_6_2","cond16",60
30219,"csp_6_3","cond16",60
30227,"csp_4_6","cond16",60
30233,"csp_3_3","cond16",56
30256,"csp_1_1","cond21",60
30262,"csp_4_6","cond16",64
30265,"csp_3_1","cond21",60
30278,"csp_6_2","cond16",64
30285,"csp_5_4","cond16",60
30290,"csp_6_7","cond16",59
30296,"csp_5_2","cond16",60
30309,"csp_5_2","cond12",61
30333,"csp_3_7","cond16",55
30353,"csp_6_7","cond16",65
30357,"csp_6_3","cond16",55
30359,"csp_3_7","cond16",58
30374,"csp_5_2","cond16",60
30382,"csp_5_6","cond16",60
30389,"csp_4_3","cond16",56
30406,"csp_2_3","cond22",60
30411,"csp_5_5","cond16",60
30412,"csp_6_7","cond15",65
30413,"csp_1_1","cond21",60
30415,"csp_2_2","cond22",65
30422,"csp_5_4","cond16",64
30425,"csp_6_4","cond16",60
30430,"csp_4_2","cond16",60
30447,"csp_5_2","cond16",60
30448,"csp_5_2","cond16",60
30464,"csp_4_6","cond16",64
30465,"csp_6_4","cond16",60
30479,"csp_5_6","cond16",60
30498,"csp_6_7","cond16",60
30508,"csp_6_3","cond16",56
30509,"csp_5_6","cond16",65
30512,"csp_5_6","cond16",60
30522,"csp_5_6","cond16",65
30523,"csp_5_2","cond16",58
30536,"csp_4_6","cond16",58
30543,"csp_3_1","cond21",65
30546,"csp_1_1","cond21",64
30548,"csp_5_5","cond16",67
30575,"csp_4_3","cond16",60
30576,"csp_4_3","cond16",60
30598,"csp_5_2","cond16",60
30601,"csp_4_2","cond16",60
30604,"csp_4_6","cond16",65
30609,"csp_5_6","cond16",60
30611,"csp_5_6","cond16",60
30616,"csp_3_7","cond16",60
30625,"csp_5_6","cond16",64
30629,"csp_2_2","cond21",63
30643,"csp_5_2","cond16",64
30649,"csp_5_5","cond16",60
30657,"csp_3_4","cond16",59
30668,"csp_4_5","cond16",59
30671,"csp_2_2","cond22",60
30679,"csp_2_1","cond21",60
30687,"csp_6_8","cond16",56
30690,"csp_6_4","cond16",58
30693,"csp_3_1","cond21",65
30713,"csp_2_3","cond22",64
30722,"csp_5_2","cond16",62
30726,"csp_5_6","cond16",65
30736,"csp_6_8","cond15",57
30742,"csp_5_4","cond16",65
30745,"csp_5_6","cond16",65
30751,"csp_5_4","cond16",60
30753,"csp_6_5","cond16",63
30762,"csp_5_6","cond15",60
30763,"csp_5_6","cond16",58
30771,"csp_5_4","cond16",60
30778,"csp_5_2","cond16",60
30780,"csp_2_1","cond21",60
30786,"csp_5_2","cond16",60
30787,"csp_6_4","cond16",55
30791,"csp_2_2","cond21",60
30805,"csp_4_6","cond16",61
30811,"csp_3_7","cond16",60
30817,"csp_4_3","cond16",60
30826,"csp_5_2","cond16",59
30833,"csp_2_1","cond21",60
30835,"csp_1_3","cond22",60
30839,"csp_4_8","cond16",58
30855,"csp_3_4","cond16",60
30859,"csp_6_7","cond16",65
30865,"csp_5_6","cond16",60
30872,"csp_6_5","cond16",60
30882,"csp_3_8","cond16",57
30886,"csp_2_2","cond21",64
30899,"csp_6_8","cond16",58
30917,"csp_6_3","cond16",60
30922,"csp_4_5","cond16",60
30936,"csp_1_1","cond21",64
30941,"csp_6_8","cond16",60
30945,"csp_6_7","cond16",60
30957,"csp_4_7","cond16",60
30959,"csp_3_7","cond16",61
30960,"csp_1_3","cond22",54
30972,"csp_3_3","cond16",60
30979,"csp_5_4","cond16",60
30986,"csp_2_1","cond22",54
30989,"csp_5_2","cond16",55
30996,"csp_5_2","cond15",61
31003,"csp_1_1","cond22",60
31024,"csp_6_3","cond16",60
31028,"csp_6_3","cond12",60
31029,"csp_6_4","cond16",60
31060,"csp_5_4","cond16",60
31082,"csp_5_2","cond16",60
31105,"csp_6_8","cond16",55
31123,"csp_4_8","cond16",58
31126,"csp_5_6","cond16",54
31133,"csp_2_2","cond23",60
31136,"csp_5_6","cond16",65
31160,"csp_6_5","cond16",62
31162,"csp_4_8","cond16",64
31174,"csp_4_2","cond16",60
31190,"csp_6_5","cond16",57
31195,"csp_4_6","cond16",60
31197,"csp_2_2","cond21",65
31200,"csp_6_7","cond16",59
31206,"csp_3_4","cond16",55
31208,"csp_5_2","cond15",60
31219,"csp_6_9","cond15",60
31223,"csp_5_5","cond16",65
31231,"csp_5_2","cond16",65
31237,"csp_5_2","cond16",64
31252,"csp_6_4","cond16",52
31263,"csp_4_8","cond16",60
31267,"csp_5_6","cond16",63
31271,"csp_4_2","cond16",60
31279,"csp_6_4","cond16",60
31281,"csp_4_3","cond16",58
31288,"csp_6_5","cond16",60
