primary_key,EMP_TYPE
19239,"cond16"
19242,"cond16"
19247,"cond16"
19250,"cond16"
19256,"cond16"
19267,"cond16"
19270,"cond16"
19275,"cond16"
19280,"cond16"
19285,"cond16"
19287,"cond16"
19290,"cond16"
19294,"cond16"
19296,"cond16"
19310,"cond16"
19318,"cond12"
19323,"cond16"
19325,"cond21"
19326,"cond16"
19327,"cond16"
19328,"cond13"
19329,"cond16"
19332,"cond16"
19335,"cond16"
19336,"cond16"
19341,"cond16"
19346,"cond22"
19362,"cond15"
19363,"cond16"
19372,"cond16"
19373,"cond16"
19380,"cond15"
19385,"cond16"
19387,"cond16"
19390,"cond16"
19393,"cond16"
19394,"cond16"
19407,"cond21"
19408,"cond16"
19411,"cond16"
19414,"cond16"
19419,"cond11"
19425,"cond16"
19431,"cond21"
19439,"cond16"
19441,"cond22"
19448,"cond12"
19457,"cond22"
19458,"cond16"
19459,"cond21"
19463,"cond21"
19468,"cond21"
19474,"cond16"
19476,"cond15"
19488,"cond16"
19498,"cond16"
19499,"cond16"
19506,"cond16"
19511,"cond16"
19517,"cond13"
19520,"cond12"
19521,"cond16"
19523,"cond16"
19526,"cond16"
19527,"cond16"
19529,"cond22"
19530,"cond16"
19533,"cond21"
19547,"cond16"
19551,"cond16"
19554,"cond16"
19562,"cond16"
19563,"cond16"
19570,"cond21"
19571,"cond16"
19573,"cond16"
19577,"cond16"
19578,"cond16"
19583,"cond16"
19593,"cond16"
19595,"cond15"
19605,"cond16"
19606,"cond16"
19607,"cond16"
19610,"cond16"
19613,"cond21"
19615,"cond22"
19625,"cond16"
19635,"cond16"
19640,"cond16"
19648,"cond16"
19650,"cond16"
19653,"cond16"
19655,"cond15"
19658,"cond16"
19666,"cond21"
19668,"cond15"
19669,"cond15"
19678,"cond12"
19684,"cond16"
19691,"cond15"
19694,"cond16"
19695,"cond22"
19701,"cond21"
19706,"cond16"
19707,"cond23"
19708,"cond12"
19710,"cond16"
19720,"cond16"
19723,"cond16"
19724,"cond16"
19725,"cond16"
19730,"cond16"
19732,"cond16"
19734,"cond16"
19740,"cond21"
19749,"cond16"
19750,"cond15"
19756,"cond16"
19763,"cond16"
19769,"cond21"
19772,"cond16"
19776,"cond15"
19777,"cond16"
19779,"cond15"
19781,"cond16"
19786,"cond21"
19790,"cond16"
19797,"cond16"
19798,"cond16"
19800,"cond11"
19802,"cond12"
19807,"cond16"
19810,"cond16"
19818,"cond16"
19828,"cond16"
19834,"cond16"
19836,"cond16"
19839,"cond12"
19840,"cond16"
19843,"cond16"
19845,"cond16"
19855,"cond21"
19865,"cond21"
19871,"cond16"
19878,"cond22"
19881,"cond16"
19894,"cond16"
19895,"cond16"
19898,"cond16"
19901,"cond16"
19907,"cond16"
19909,"cond16"
19911,"cond15"
19912,"cond16"
19916,"cond16"
19918,"cond16"
19925,"cond15"
19926,"cond21"
19928,"cond22"
19933,"cond16"
19934,"cond22"
19936,"cond16"
19942,"cond16"
19943,"cond16"
19947,"cond15"
19948,"cond16"
19959,"cond16"
19960,"cond16"
19963,"cond21"
19967,"cond16"
19969,"cond16"
19972,"cond22"
19983,"cond16"
19984,"cond22"
19995,"cond21"
19998,"cond16"
19999,"cond16"
20007,"cond22"
20008,"cond16"
20010,"cond21"
20015,"cond16"
20016,"cond15"
20017,"cond16"
20022,"cond16"
20027,"cond15"
20028,"cond22"
20032,"cond16"
20039,"cond16"
20042,"cond16"
20046,"cond16"
20052,"cond16"
20057,"cond16"
20058,"cond16"
20059,"cond16"
20061,"cond16"
20077,"cond16"
20078,"cond15"
20080,"cond16"
20083,"cond16"
20087,"cond16"
20089,"cond15"
20091,"cond16"
20095,"cond16"
20096,"cond16"
20100,"cond16"
20106,"cond16"
20108,"cond15"
20115,"cond11"
20122,"cond16"
20130,"cond21"
20133,"cond21"
20135,"cond16"
20136,"cond16"
20144,"cond16"
20145,"cond16"
20146,"cond12"
20151,"cond16"
20153,"cond15"
20159,"cond16"
20162,"cond16"
20166,"cond16"
20171,"cond16"
20175,"cond15"
20177,"cond12"
20179,"cond12"
20180,"cond21"
20181,"cond16"
20182,"cond16"
20186,"cond16"
20195,"cond16"
20199,"cond16"
20208,"cond16"
20215,"cond16"
20220,"cond16"
20225,"cond22"
20226,"cond16"
20228,"cond16"
20230,"cond16"
20244,"cond11"
20254,"cond16"
20255,"cond13"
20256,"cond15"
20257,"cond15"
20263,"cond16"
20264,"cond22"
20279,"cond16"
20281,"cond16"
20287,"cond16"
20294,"cond16"
20295,"cond22"
20303,"cond16"
20304,"cond15"
20306,"cond16"
20312,"cond16"
20330,"cond16"
20338,"cond16"
20347,"cond16"
20350,"cond16"
20356,"cond16"
20363,"cond16"
20366,"cond15"
20375,"cond16"
20378,"cond16"
20379,"cond16"
20391,"cond16"
20395,"cond16"
20399,"cond16"
20401,"cond22"
20404,"cond21"
20405,"cond16"
20407,"cond15"
20412,"cond16"
20414,"cond15"
20421,"cond16"
20427,"cond11"
20433,"cond22"
20439,"cond21"
20449,"cond16"
20450,"cond22"
20451,"cond16"
20460,"cond16"
20473,"cond16"
20477,"cond16"
20485,"cond16"
20487,"cond16"
20497,"cond16"
20499,"cond16"
20501,"cond16"
20504,"cond16"
20506,"cond21"
20510,"cond16"
20512,"cond21"
20519,"cond16"
20524,"cond16"
20525,"cond16"
20533,"cond16"
20535,"cond16"
20542,"cond16"
20547,"cond16"
20549,"cond16"
20554,"cond16"
20558,"cond16"
20559,"cond15"
20561,"cond16"
20563,"cond16"
20568,"cond16"
20570,"cond16"
20572,"cond16"
20573,"cond16"
20576,"cond16"
20579,"cond16"
20582,"cond15"
20584,"cond16"
20600,"cond16"
20601,"cond16"
20604,"cond15"
20605,"cond16"
20608,"cond16"
20610,"cond16"
20611,"cond16"
20612,"cond16"
20615,"cond16"
20623,"cond16"
20635,"cond16"
20640,"cond15"
20641,"cond22"
20644,"cond16"
20650,"cond16"
20653,"cond16"
20656,"cond21"
20657,"cond16"
20661,"cond16"
20664,"cond16"
20665,"cond16"
20670,"cond16"
20685,"cond15"
20686,"cond16"
20696,"cond12"
20699,"cond16"
20704,"cond16"
20712,"cond16"
20720,"cond16"
20729,"cond16"
20731,"cond16"
20737,"cond21"
20739,"cond21"
20740,"cond15"
20746,"cond13"
20752,"cond12"
20768,"cond16"
20778,"cond16"
20779,"cond16"
20783,"cond16"
20786,"cond21"
20788,"cond16"
20791,"cond22"
20793,"cond22"
20795,"cond16"
20809,"cond16"
20813,"cond16"
20818,"cond16"
20821,"cond16"
20824,"cond12"
20825,"cond22"
20826,"cond16"
20831,"cond16"
20835,"cond16"
20837,"cond16"
20840,"cond16"
20847,"cond22"
20848,"cond16"
20849,"cond16"
20853,"cond16"
20855,"cond11"
20861,"cond16"
20862,"cond16"
20866,"cond16"
20869,"cond16"
20870,"cond16"
20876,"cond16"
20886,"cond16"
20892,"cond15"
20893,"cond15"
20897,"cond16"
20900,"cond16"
20902,"cond16"
20910,"cond16"
20913,"cond11"
20914,"cond22"
20917,"cond16"
20919,"cond16"
20921,"cond22"
20923,"cond16"
20926,"cond15"
20930,"cond16"
20934,"cond16"
20936,"cond16"
20937,"cond16"
20941,"cond16"
20945,"cond15"
20952,"cond21"
20953,"cond16"
20955,"cond16"
20976,"cond16"
20985,"cond15"
20986,"cond16"
20988,"cond16"
20991,"cond16"
20992,"cond16"
20998,"cond16"
21002,"cond22"
21005,"cond16"
21008,"cond16"
21012,"cond16"
21027,"cond16"
21028,"cond16"
21032,"cond16"
21039,"cond11"
21042,"cond15"
21046,"cond16"
21053,"cond16"
21065,"cond16"
21078,"cond16"
21087,"cond11"
21092,"cond15"
21096,"cond16"
21103,"cond16"
21104,"cond16"
21105,"cond16"
21117,"cond16"
21119,"cond16"
21134,"cond22"
21142,"cond16"
21150,"cond12"
21153,"cond16"
21154,"cond16"
21159,"cond21"
21162,"cond22"
21165,"cond15"
21168,"cond16"
21176,"cond13"
21194,"cond12"
21196,"cond16"
21204,"cond16"
21205,"cond16"
21206,"cond16"
21210,"cond16"
21211,"cond15"
21215,"cond16"
21219,"cond16"
21222,"cond16"
21224,"cond16"
21229,"cond16"
21230,"cond16"
21231,"cond16"
21248,"cond15"
21250,"cond16"
21254,"cond16"
21256,"cond16"
21257,"cond16"
21259,"cond16"
21266,"cond22"
21269,"cond16"
21270,"cond15"
21272,"cond16"
21280,"cond16"
21284,"cond16"
21285,"cond13"
21288,"cond22"
21289,"cond16"
21292,"cond16"
21294,"cond21"
21295,"cond22"
21307,"cond22"
21319,"cond16"
21323,"cond16"
21333,"cond21"
21339,"cond16"
21348,"cond16"
21353,"cond16"
21355,"cond16"
21356,"cond16"
21359,"cond15"
21368,"cond15"
21371,"cond16"
21376,"cond16"
21380,"cond16"
21383,"cond16"
21389,"cond21"
21390,"cond16"
21405,"cond15"
21411,"cond16"
21414,"cond16"
21415,"cond16"
21419,"cond16"
21423,"cond21"
21424,"cond21"
21425,"cond16"
21426,"cond21"
21429,"cond16"
21433,"cond16"
21446,"cond16"
21448,"cond22"
21451,"cond21"
21453,"cond15"
21457,"cond16"
21464,"cond16"
21465,"cond21"
21466,"cond16"
21469,"cond22"
21471,"cond22"
21472,"cond22"
21473,"cond16"
21475,"cond16"
21480,"cond16"
21496,"cond16"
21497,"cond16"
21498,"cond16"
21500,"cond16"
21505,"cond16"
21508,"cond16"
21509,"cond16"
21514,"cond15"
21515,"cond16"
21523,"cond21"
21525,"cond21"
21537,"cond16"
21539,"cond16"
21540,"cond16"
21542,"cond16"
21548,"cond21"
21560,"cond16"
21564,"cond15"
21568,"cond16"
21569,"cond16"
21576,"cond21"
21584,"cond16"
21595,"cond16"
21611,"cond22"
21617,"cond16"
21622,"cond16"
21629,"cond16"
21631,"cond16"
21634,"cond22"
21638,"cond22"
21657,"cond16"
21668,"cond16"
21679,"cond16"
21681,"cond22"
21688,"cond16"
21690,"cond16"
21691,"cond15"
21693,"cond22"
21694,"cond15"
21695,"cond16"
21696,"cond16"
21710,"cond16"
21714,"cond21"
21716,"cond16"
21722,"cond16"
21724,"cond15"
21727,"cond16"
21728,"cond16"
21729,"cond16"
21739,"cond16"
21742,"cond16"
21743,"cond16"
21745,"cond16"
21750,"cond15"
21772,"cond13"
21780,"cond16"
21782,"cond16"
21784,"cond16"
21786,"cond16"
21789,"cond16"
21795,"cond16"
21807,"cond16"
21810,"cond15"
21814,"cond22"
21826,"cond16"
21827,"cond21"
21829,"cond16"
21831,"cond16"
21842,"cond21"
21849,"cond16"
21856,"cond16"
21858,"cond16"
21861,"cond16"
21871,"cond15"
21874,"cond16"
21877,"cond16"
21885,"cond16"
21887,"cond15"
21892,"cond21"
21896,"cond21"
21909,"cond16"
21911,"cond16"
21912,"cond16"
21913,"cond21"
21918,"cond16"
21921,"cond16"
21922,"cond16"
21923,"cond16"
21928,"cond15"
21929,"cond16"
21938,"cond16"
21945,"cond16"
21964,"cond16"
21974,"cond16"
21976,"cond16"
21978,"cond16"
21980,"cond16"
21982,"cond15"
21984,"cond16"
21991,"cond12"
21993,"cond11"
21994,"cond21"
21996,"cond11"
21999,"cond16"
22004,"cond16"
22011,"cond16"
22013,"cond16"
22015,"cond16"
22032,"cond16"
22033,"cond16"
22036,"cond16"
22039,"cond16"
22042,"cond15"
22047,"cond11"
22052,"cond16"
22056,"cond16"
22059,"cond16"
22067,"cond16"
22073,"cond16"
22078,"cond15"
22084,"cond16"
22086,"cond16"
22087,"cond21"
22088,"cond16"
22092,"cond16"
22095,"cond15"
22098,"cond16"
22099,"cond22"
22100,"cond15"
22102,"cond16"
22103,"cond16"
22112,"cond16"
22114,"cond16"
22120,"cond16"
22124,"cond16"
22130,"cond16"
22141,"cond16"
22142,"cond15"
22143,"cond16"
22146,"cond16"
22154,"cond16"
22155,"cond16"
22156,"cond16"
22160,"cond15"
22164,"cond16"
22175,"cond16"
22182,"cond15"
22185,"cond16"
22193,"cond16"
22195,"cond16"
22204,"cond16"
22216,"cond16"
22226,"cond16"
22236,"cond15"
22238,"cond15"
22244,"cond16"
22246,"cond11"
22248,"cond16"
22249,"cond16"
22251,"cond21"
22258,"cond16"
22262,"cond16"
22264,"cond16"
22271,"cond16"
22273,"cond16"
22277,"cond16"
22278,"cond16"
22279,"cond16"
22284,"cond16"
22289,"cond16"
22296,"cond16"
22298,"cond21"
22299,"cond21"
22303,"cond16"
22305,"cond16"
22308,"cond16"
22309,"cond16"
22311,"cond16"
22323,"cond16"
22328,"cond15"
22332,"cond16"
22338,"cond16"
22359,"cond16"
22361,"cond21"
22362,"cond16"
22369,"cond16"
22370,"cond16"
22389,"cond16"
22394,"cond16"
22397,"cond16"
22403,"cond16"
22405,"cond16"
22409,"cond12"
22410,"cond22"
22413,"cond22"
22419,"cond16"
22420,"cond21"
22423,"cond16"
22429,"cond16"
22430,"cond16"
22434,"cond16"
22438,"cond16"
22440,"cond16"
22442,"cond15"
22443,"cond15"
22444,"cond16"
22451,"cond16"
22453,"cond16"
22456,"cond16"
22459,"cond16"
22461,"cond16"
22465,"cond16"
22467,"cond15"
22470,"cond15"
22481,"cond16"
22482,"cond16"
22492,"cond16"
22494,"cond16"
22495,"cond16"
22496,"cond11"
22506,"cond22"
22507,"cond21"
22512,"cond16"
22513,"cond16"
22514,"cond15"
22515,"cond16"
22524,"cond16"
22547,"cond16"
22548,"cond16"
22549,"cond13"
22551,"cond16"
22552,"cond16"
22555,"cond16"
22557,"cond16"
22574,"cond21"
22583,"cond12"
22585,"cond16"
22592,"cond21"
22593,"cond21"
22595,"cond16"
22596,"cond16"
22598,"cond16"
22605,"cond11"
22618,"cond16"
22619,"cond21"
22621,"cond16"
22624,"cond16"
22626,"cond16"
22628,"cond16"
22630,"cond16"
22632,"cond16"
22637,"cond16"
22638,"cond16"
22639,"cond16"
22643,"cond16"
22654,"cond16"
22664,"cond16"
22665,"cond21"
22669,"cond23"
22673,"cond16"
22674,"cond16"
22676,"cond16"
22700,"cond16"
22705,"cond16"
22719,"cond16"
22724,"cond16"
22727,"cond14"
22728,"cond16"
22730,"cond13"
22733,"cond16"
22735,"cond21"
22739,"cond16"
22740,"cond16"
22762,"cond15"
22764,"cond16"
22765,"cond16"
22769,"cond16"
22777,"cond16"
22780,"cond15"
22794,"cond16"
22803,"cond16"
22824,"cond16"
22825,"cond16"
22833,"cond16"
22835,"cond21"
22853,"cond16"
22855,"cond16"
22859,"cond16"
22866,"cond22"
22867,"cond16"
22869,"cond16"
22872,"cond16"
22875,"cond16"
22888,"cond16"
22889,"cond16"
22890,"cond16"
22894,"cond21"
22898,"cond21"
22900,"cond16"
22909,"cond16"
22913,"cond22"
22915,"cond12"
22917,"cond15"
22922,"cond16"
22927,"cond21"
22941,"cond16"
22943,"cond13"
22945,"cond16"
22951,"cond21"
22953,"cond16"
22955,"cond16"
22960,"cond15"
22961,"cond16"
22964,"cond16"
22972,"cond16"
22975,"cond16"
22978,"cond16"
22991,"cond13"
22992,"cond16"
23001,"cond15"
23007,"cond16"
23011,"cond16"
23013,"cond16"
23016,"cond16"
23017,"cond15"
23019,"cond16"
23021,"cond16"
23024,"cond16"
23029,"cond16"
23030,"cond16"
23033,"cond21"
23035,"cond16"
23036,"cond16"
23041,"cond16"
23045,"cond16"
23048,"cond15"
23053,"cond16"
23054,"cond16"
23055,"cond16"
23059,"cond16"
23066,"cond15"
23068,"cond16"
23069,"cond15"
23070,"cond16"
23075,"cond16"
23089,"cond15"
23090,"cond16"
23093,"cond16"
23095,"cond16"
23096,"cond16"
23099,"cond16"
23101,"cond16"
23109,"cond22"
23110,"cond11"
23111,"cond16"
23113,"cond16"
23116,"cond22"
23118,"cond16"
23119,"cond16"
23121,"cond21"
23124,"cond16"
23130,"cond16"
23133,"cond16"
23134,"cond16"
23135,"cond16"
23138,"cond16"
23141,"cond16"
23146,"cond16"
23154,"cond16"
23158,"cond16"
23159,"cond16"
23162,"cond16"
23163,"cond16"
23165,"cond21"
23167,"cond16"
23171,"cond16"
23172,"cond16"
23173,"cond16"
23176,"cond16"
23177,"cond16"
23182,"cond16"
23185,"cond11"
23188,"cond16"
23189,"cond16"
23194,"cond15"
23195,"cond16"
23200,"cond16"
23208,"cond21"
23211,"cond22"
23214,"cond16"
23215,"cond16"
23219,"cond16"
23222,"cond11"
23224,"cond11"
23225,"cond21"
23227,"cond16"
23231,"cond11"
23232,"cond16"
23233,"cond15"
23234,"cond16"
23236,"cond16"
23237,"cond16"
23239,"cond16"
23243,"cond16"
23245,"cond22"
23249,"cond13"
23253,"cond16"
23256,"cond16"
23257,"cond16"
23260,"cond16"
23265,"cond16"
23270,"cond16"
23271,"cond15"
23276,"cond16"
23277,"cond16"
23281,"cond16"
23287,"cond16"
23291,"cond15"
23304,"cond16"
23306,"cond16"
23307,"cond16"
23310,"cond16"
23324,"cond16"
23325,"cond16"
23329,"cond16"
23332,"cond14"
23333,"cond16"
23336,"cond16"
23344,"cond16"
23347,"cond15"
23350,"cond16"
23355,"cond16"
23356,"cond16"
23359,"cond16"
23361,"cond16"
23369,"cond16"
23372,"cond16"
23373,"cond16"
23378,"cond16"
23383,"cond16"
23387,"cond16"
23389,"cond16"
23401,"cond16"
23403,"cond16"
23404,"cond16"
23412,"cond16"
23417,"cond16"
23421,"cond16"
23424,"cond16"
23426,"cond16"
23433,"cond16"
23434,"cond16"
23435,"cond16"
23436,"cond16"
23438,"cond16"
23439,"cond16"
23441,"cond16"
23449,"cond16"
23457,"cond16"
23468,"cond16"
23481,"cond16"
23483,"cond15"
23484,"cond16"
23490,"cond16"
23503,"cond16"
23504,"cond11"
23508,"cond16"
23513,"cond16"
23520,"cond16"
23525,"cond16"
23528,"cond16"
23532,"cond16"
23534,"cond16"
23537,"cond16"
23538,"cond16"
23540,"cond16"
23543,"cond16"
23546,"cond16"
23547,"cond16"
23553,"cond15"
23554,"cond16"
23560,"cond16"
23567,"cond16"
23574,"cond16"
23575,"cond16"
23576,"cond16"
23577,"cond16"
23578,"cond16"
23580,"cond16"
23582,"cond16"
23583,"cond16"
23587,"cond16"
23588,"cond16"
23595,"cond16"
23597,"cond16"
23601,"cond16"
23610,"cond16"
23617,"cond16"
23619,"cond15"
23624,"cond16"
23625,"cond16"
23633,"cond12"
23635,"cond16"
23638,"cond21"
23643,"cond16"
23648,"cond15"
23650,"cond16"
23651,"cond16"
23654,"cond16"
23657,"cond16"
23658,"cond16"
23659,"cond16"
23662,"cond16"
23664,"cond21"
23669,"cond16"
23670,"cond15"
23672,"cond16"
23673,"cond15"
23679,"cond15"
23683,"cond16"
23684,"cond16"
23690,"cond16"
23692,"cond16"
23693,"cond15"
23695,"cond13"
23696,"cond16"
23697,"cond16"
23699,"cond16"
23703,"cond21"
23705,"cond21"
23708,"cond11"
23709,"cond12"
23710,"cond16"
23711,"cond15"
23714,"cond21"
23718,"cond16"
23723,"cond15"
23730,"cond16"
23733,"cond16"
23734,"cond15"
23735,"cond11"
23737,"cond16"
23739,"cond16"
23742,"cond22"
23743,"cond16"
23746,"cond15"
23750,"cond16"
23758,"cond16"
23760,"cond16"
23764,"cond21"
23767,"cond16"
23769,"cond16"
23772,"cond13"
23773,"cond16"
23776,"cond16"
23778,"cond16"
23780,"cond16"
23782,"cond16"
23786,"cond11"
23787,"cond16"
23789,"cond16"
23791,"cond16"
23794,"cond22"
23800,"cond16"
23801,"cond16"
23805,"cond22"
23812,"cond16"
23814,"cond11"
23816,"cond16"
23817,"cond16"
23827,"cond16"
23829,"cond16"
23840,"cond16"
23841,"cond16"
23843,"cond13"
23848,"cond16"
23854,"cond16"
23855,"cond16"
23858,"cond21"
23860,"cond15"
23867,"cond16"
23871,"cond16"
23875,"cond16"
23877,"cond16"
23881,"cond16"
23883,"cond16"
23885,"cond15"
23887,"cond16"
23888,"cond16"
23893,"cond16"
23894,"cond21"
23896,"cond16"
23901,"cond16"
23906,"cond16"
23911,"cond16"
23914,"cond16"
23920,"cond16"
23935,"cond21"
23936,"cond16"
23943,"cond16"
23945,"cond16"
23950,"cond22"
23951,"cond16"
23952,"cond16"
23958,"cond16"
23959,"cond16"
23960,"cond22"
23961,"cond21"
23962,"cond16"
23965,"cond16"
23967,"cond16"
23970,"cond16"
23974,"cond21"
23977,"cond16"
23980,"cond16"
23983,"cond16"
23986,"cond15"
23991,"cond16"
23995,"cond16"
24004,"cond16"
24005,"cond22"
24006,"cond16"
24011,"cond22"
24017,"cond16"
24018,"cond16"
24019,"cond15"
24022,"cond15"
24026,"cond15"
24029,"cond16"
24030,"cond21"
24034,"cond16"
24035,"cond16"
24039,"cond16"
24041,"cond16"
24044,"cond16"
24050,"cond16"
24055,"cond16"
24056,"cond14"
24057,"cond16"
24061,"cond16"
24062,"cond12"
24066,"cond16"
24068,"cond11"
24071,"cond16"
24073,"cond22"
24076,"cond21"
24079,"cond16"
24082,"cond16"
24083,"cond15"
24085,"cond16"
24090,"cond16"
24092,"cond16"
24097,"cond16"
24102,"cond16"
24104,"cond16"
24105,"cond13"
24108,"cond16"
24115,"cond16"
24124,"cond16"
24129,"cond16"
24145,"cond16"
24148,"cond16"
24150,"cond16"
24152,"cond21"
24158,"cond16"
24163,"cond16"
24166,"cond15"
24171,"cond15"
24182,"cond16"
24187,"cond16"
24192,"cond16"
24194,"cond16"
24195,"cond16"
24203,"cond15"
24210,"cond16"
24211,"cond16"
24216,"cond16"
24219,"cond16"
24220,"cond15"
24221,"cond15"
24223,"cond16"
24229,"cond16"
24230,"cond16"
24240,"cond16"
24245,"cond16"
24252,"cond16"
24253,"cond16"
24256,"cond16"
24257,"cond16"
24260,"cond16"
24264,"cond16"
24266,"cond22"
24271,"cond16"
24272,"cond16"
24276,"cond16"
24279,"cond16"
24284,"cond16"
24291,"cond16"
24294,"cond16"
24298,"cond21"
24303,"cond16"
24307,"cond16"
24312,"cond16"
24316,"cond16"
24318,"cond16"
24322,"cond16"
24323,"cond16"
24325,"cond16"
24331,"cond21"
24340,"cond16"
24349,"cond16"
24350,"cond16"
24355,"cond16"
24362,"cond16"
24363,"cond16"
24364,"cond16"
24366,"cond16"
24370,"cond16"
24372,"cond16"
24375,"cond15"
24377,"cond16"
24393,"cond22"
24397,"cond16"
24399,"cond16"
24401,"cond16"
24422,"cond16"
24432,"cond16"
24433,"cond12"
24434,"cond16"
24435,"cond16"
24440,"cond16"
24442,"cond22"
24444,"cond15"
24448,"cond16"
24449,"cond16"
24453,"cond16"
24460,"cond12"
24463,"cond16"
24465,"cond16"
24466,"cond15"
24472,"cond16"
24473,"cond16"
24479,"cond15"
24480,"cond16"
24481,"cond16"
24484,"cond16"
24499,"cond16"
24501,"cond21"
24514,"cond16"
24515,"cond16"
24522,"cond16"
24524,"cond16"
24525,"cond16"
24533,"cond16"
24537,"cond16"
24539,"cond21"
24546,"cond16"
24549,"cond16"
24550,"cond16"
24553,"cond16"
24565,"cond16"
24566,"cond16"
24567,"cond11"
24578,"cond16"
24581,"cond16"
24582,"cond16"
24589,"cond15"
24594,"cond16"
24601,"cond16"
24603,"cond16"
24612,"cond16"
24615,"cond11"
24616,"cond11"
24617,"cond16"
24622,"cond16"
24623,"cond15"
24625,"cond21"
24627,"cond15"
24629,"cond12"
24639,"cond16"
24640,"cond12"
24645,"cond16"
24646,"cond16"
24649,"cond16"
24651,"cond16"
24652,"cond16"
24657,"cond16"
24662,"cond15"
24664,"cond16"
24665,"cond11"
24666,"cond16"
24668,"cond16"
24670,"cond15"
24673,"cond16"
24677,"cond16"
24683,"cond16"
24694,"cond12"
24696,"cond16"
24700,"cond15"
24705,"cond16"
24708,"cond16"
24709,"cond16"
24710,"cond16"
24712,"cond22"
24713,"cond16"
24721,"cond23"
24723,"cond16"
24725,"cond16"
24727,"cond16"
24729,"cond16"
24730,"cond11"
24731,"cond16"
24735,"cond22"
24736,"cond16"
24746,"cond16"
24747,"cond16"
24755,"cond16"
24757,"cond16"
24759,"cond16"
24765,"cond16"
24777,"cond16"
24779,"cond16"
24783,"cond16"
24785,"cond15"
24786,"cond16"
24788,"cond16"
24790,"cond16"
24791,"cond16"
24798,"cond15"
24803,"cond16"
24807,"cond16"
24811,"cond16"
24828,"cond21"
24832,"cond16"
24834,"cond15"
24836,"cond16"
24844,"cond11"
24850,"cond16"
24851,"cond11"
24854,"cond15"
24861,"cond16"
24862,"cond16"
24863,"cond15"
24864,"cond16"
24866,"cond16"
24868,"cond16"
24869,"cond16"
24873,"cond16"
24882,"cond16"
24887,"cond16"
24892,"cond16"
24894,"cond16"
24895,"cond15"
24897,"cond16"
24899,"cond16"
24906,"cond16"
24910,"cond16"
24914,"cond16"
24919,"cond16"
24929,"cond16"
24932,"cond16"
24933,"cond16"
24935,"cond16"
24939,"cond16"
24948,"cond16"
24952,"cond16"
24956,"cond16"
24963,"cond22"
24966,"cond16"
24968,"cond16"
24975,"cond16"
24977,"cond16"
24983,"cond16"
24985,"cond15"
24987,"cond16"
24993,"cond16"
24999,"cond16"
25010,"cond16"
25019,"cond16"
25029,"cond22"
25031,"cond16"
25049,"cond16"
25054,"cond16"
25060,"cond21"
25061,"cond16"
25063,"cond16"
25068,"cond21"
25073,"cond16"
25075,"cond16"
25078,"cond16"
25087,"cond16"
25092,"cond16"
25103,"cond16"
25105,"cond16"
25111,"cond16"
25118,"cond16"
25121,"cond11"
25135,"cond16"
25136,"cond16"
25138,"cond16"
25143,"cond16"
25144,"cond16"
25163,"cond16"
25169,"cond16"
25173,"cond16"
25182,"cond16"
25183,"cond16"
25185,"cond15"
25190,"cond16"
25192,"cond15"
25196,"cond16"
25197,"cond15"
25200,"cond16"
25201,"cond16"
25207,"cond22"
25213,"cond15"
25215,"cond16"
25218,"cond16"
25219,"cond15"
25227,"cond16"
25228,"cond22"
25229,"cond15"
25233,"cond16"
25243,"cond21"
25245,"cond15"
25254,"cond15"
25257,"cond21"
25259,"cond16"
25272,"cond16"
25276,"cond21"
25279,"cond16"
25284,"cond16"
25291,"cond16"
25294,"cond22"
25301,"cond16"
25307,"cond16"
25309,"cond16"
25312,"cond21"
25314,"cond16"
25316,"cond16"
25318,"cond16"
25321,"cond16"
25333,"cond16"
25341,"cond16"
25342,"cond16"
25352,"cond15"
25356,"cond16"
25359,"cond16"
25360,"cond16"
25362,"cond21"
25373,"cond16"
25374,"cond15"
25391,"cond16"
25392,"cond16"
25393,"cond16"
25396,"cond16"
25402,"cond16"
25407,"cond16"
25412,"cond16"
25419,"cond22"
25427,"cond16"
25432,"cond21"
25436,"cond16"
25439,"cond12"
25440,"cond16"
25441,"cond16"
25449,"cond16"
25453,"cond15"
25454,"cond16"
25456,"cond16"
25461,"cond21"
25463,"cond21"
25465,"cond16"
25468,"cond16"
25474,"cond22"
25478,"cond21"
25482,"cond16"
25486,"cond16"
25494,"cond16"
25498,"cond16"
25502,"cond16"
25506,"cond16"
25514,"cond16"
25517,"cond15"
25520,"cond16"
25523,"cond22"
25528,"cond16"
25529,"cond16"
25533,"cond21"
25536,"cond16"
25545,"cond16"
25547,"cond11"
25551,"cond16"
25573,"cond16"
25575,"cond16"
25577,"cond16"
25578,"cond15"
25585,"cond15"
25592,"cond16"
25594,"cond16"
25598,"cond21"
25599,"cond16"
25604,"cond16"
25605,"cond16"
25607,"cond21"
25608,"cond22"
25609,"cond12"
25622,"cond16"
25625,"cond16"
25637,"cond15"
25640,"cond16"
25648,"cond16"
25649,"cond16"
25655,"cond16"
25658,"cond16"
25659,"cond16"
25672,"cond15"
25675,"cond15"
25678,"cond16"
25682,"cond16"
25683,"cond16"
25687,"cond22"
25689,"cond16"
25690,"cond16"
25691,"cond16"
25698,"cond16"
25701,"cond16"
25707,"cond16"
25712,"cond16"
25713,"cond22"
25715,"cond16"
25717,"cond16"
25718,"cond22"
25719,"cond16"
25727,"cond16"
25729,"cond16"
25735,"cond16"
25736,"cond16"
